Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,RECORD_KEY,Load Date,year_month,date_key
2019,1,Oregon,Person-to-person,,,,Child daycare/preschool,12,0,12,0,12,,,,,,,bc0880ab6ded9e52,2024-12-20,2019-01,20190101
1999,5,Michigan,Food,,,,Restaurant: Other,2,0,2,0,2,,,,,,,bc09aa79d9d80bd0,2024-12-20,1999-05,19990501
2013,12,Oregon,Indeterminate/unknown,Norovirus Genogroup II,,Suspected,School/college/university,5,,5,,5,,,,,,,bc09e96f868e611c,2024-12-20,2013-12,20131201
2009,4,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,34,0,34,0,34,,,,,,,bc0b09f21f5fc18c,2024-12-20,2009-04,20090401
2019,12,Pennsylvania,Indeterminate/unknown,Norovirus unknown,,Suspected,Restaurant,29,0,29,0,29,,,,,,,bc0cb78b4bd078a8,2024-12-20,2019-12,20191201
2005,1,Florida,Food,,,,Restaurant: Other,2,,,,,buffet,,,,,,bc0ea44211e2b0c8,2024-12-20,2005-01,20050101
2021,7,Virginia,Food,Clostridium,,Confirmed,Restaurant: Fast-food (drive up service or pay at counter),23,1,23,0,23,"nihari;Chicken curry;Beef curry;salad, unspecified;rice",,Multiple,,,,bc1119c458f75a85,2024-12-20,2021-07,20210701
2003,12,New York,Food,Bacillus cereus,,Suspected,Restaurant: Other,15,,,,,"beans, unspecified",,Grains-beans,,,,bc123f7567ac6b54,2024-12-20,2003-12,20031201
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,,56,1,1,0,0,,,,,,,bc14070b04cfb2b8,2024-12-20,2010-12,20101201
2014,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,57,0,57,0,57,,,,,,,bc15f5f607d7e931,2024-12-20,2014-03,20140301
2018,12,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,,bc16668d0084004a,2024-12-20,2018-12,20181201
2015,10,Ohio,Person-to-person,Norovirus,,Suspected,Child daycare/preschool,13,0,0,0,0,,,,,,,bc1918eb1d5696e8,2024-12-20,2015-10,20151001
2001,8,Tennessee,Food,,,,Private home/residence,3,0,3,0,3,,,,,,,bc1bbcf70eeaae6d,2024-12-20,2001-08,20010801
2013,5,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,46,0,38,0,38,,,,,,,bc1c88df2406be2c,2024-12-20,2013-05,20130501
2014,1,Oregon,Indeterminate/unknown,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,84,6,84,,84,,,,,,,bc1df97b5a886c5f,2024-12-20,2014-01,20140101
2016,12,Indiana,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,26,0,26,0,26,,,,,,,bc1fbb819ee7c02b,2024-12-20,2016-12,20161201
2012,1,Connecticut,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,bc1fcb3c9df3f62a,2024-12-20,2012-01,20120101
2022,11,Pennsylvania,Person-to-person,Norovirus unknown,,Suspected,School/college/university,90,0,17,0,90,,,,,,,bc212f4fbc27dcc4,2024-12-20,2022-11,20221101
2013,2,Colorado,Indeterminate/unknown,Norovirus,,Suspected,Restaurant,9,0,7,0,7,,,,,,,bc21f40fa4e4604e,2024-12-20,2013-02,20130201
2015,2,California,Food,Norovirus Genogroup I,GI.1,Confirmed,Restaurant: Fast-food (drive up service or pay at counter),2,0,2,0,2,"ground beef, cheeseburger",,Beef,,,,bc21f62131fa4c41,2024-12-20,2015-02,20150201
2012,6,Florida,Food,,,,Restaurant: Sit-down dining,3,0,3,0,3,Picada,,Multiple,,,,bc24620861f5db11,2024-12-20,2012-06,20120601
2009,11,Washington,Food,Norovirus,,Suspected,Restaurant: Fast-food (drive up service or pay at counter),10,0,8,0,8,,,,,,,bc2510a7d38fb206,2024-12-20,2009-11,20091101
