form_id,sample_number,establishment_id,establishment_number,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,sample_key,sample_source_key
101197399,210180483,1554,M276+P276,SPECPGM_06,2015-10-01,a. Comminuted chicken,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197399-210180483,0008
101197402,210180485,1554,M276+P276,SPECPGM_06,2015-10-01,a. Comminuted chicken,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197402-210180485,0008
101197405,210180477,1554,M276+P276,SPECPGM_06,2015-10-01,a. Comminuted chicken,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197405-210180477,0008
101197408,210180479,1554,M276+P276,SPECPGM_06,2015-10-01,a. Comminuted chicken,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197408-210180479,0008
101197410,210180481,1554,M276+P276,SPECPGM_06,2015-10-01,a. Comminuted chicken,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197410-210180481,0008
101197421,210180486,1554,M276+P276,SPECPGM_06,2015-10-01,b. Individually wrapped finished product,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197421-210180486,0008
101197430,210180496,1554,M276+P276,SPECPGM_06,2015-10-01,b. Individually wrapped finished product,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197430-210180496,0008
101197432,210180487,1554,M276+P276,SPECPGM_06,2015-10-01,b. Individually wrapped finished product,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197432-210180487,0008
101197437,210180493,1554,M276+P276,SPECPGM_06,2015-10-01,b. Individually wrapped finished product,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197437-210180493,0008
101197443,210180490,1554,M276+P276,SPECPGM_06,2015-10-01,b. Individually wrapped finished product,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197443-210180490,0008
101197448,210180500,1554,M276+P276,SPECPGM_06E,2015-10-01,,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197448-210180500,0005
101197450,210180498,1554,M276+P276,SPECPGM_06E,2015-10-01,,00,,Negative,,,,,,,,,,,,,,,,,20151001,2016,Negative,Y,0,,N,0,,101197450-210180498,0005
101197689,590285328,6098,M8276+P8276,HC_CH_COM01,2015-10-01,c. raw chicken burger patties,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20151001,2016,Negative,Y,0,Negative,Y,0,30 mL,101197689-590285328,0008
101172462,210180687,566,P843,HC_CPT_LBW01,2015-10-02,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101172462-210180687,0010
101172551,210180660,133,P7374,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101172551-210180660,0001
101175416,210180671,2250,P764,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101175416-210180671,0001
101179189,210180681,9734,M32107+P32107,HC_CPT_LBW01,2015-10-02,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101179189-210180681,0010
101180284,853224800,6025,P6058,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101180284-853224800,0001
101183436,590285456,39,P910,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101183436-590285456,0001
101184548,590285461,144,M7460+P7460,HC_CPT_LBW01,2015-10-02,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101184548-590285461,0010
101186970,590285459,5343,P8107+V8107,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101186970-590285459,0001
101189083,590285450,1840,P18978,HC_TU_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101189083-590285450,0003
101191776,853224797,4530,P18557,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101191776-853224797,0001
101192180,210180686,2526,P1241,HC_CPT_LBW01,2015-10-02,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101192180-210180686,0010
101193686,210180688,2501,P286,HC_TU_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101193686-210180688,0003
101194583,210180659,3906,P13584+V13584,HC_CPT_LBW01,2015-10-02,a. Breast,00,,Positive,,,,,,,,Positive,,,,,,,,,20151002,2016,Positive,Y,1,Positive,Y,1,1 mL,101194583-210180659,0010
101194751,210180689,6965,M190+P190+V190,HC_TU_COM01,2015-10-02,a. ground turkey,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,30 mL,101194751-210180689,0009
101194904,853224798,5204,P2882,HC_CPT_LBW01,2015-10-02,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101194904-853224798,0010
101194978,210180679,581,M737+P737,HC_CPT_LBW01,2015-10-02,b. Leg,00,,Positive,,,,,,,,Positive,,,,,,,,,20151002,2016,Positive,Y,1,Positive,Y,1,1 mL,101194978-210180679,0010
101195004,210180684,4567,P1307,HC_CPT_LBW01,2015-10-02,c. Wing,00,,Positive,,,,,,,,Negative,,,,,,,,,20151002,2016,Positive,Y,1,Negative,Y,0,1 mL,101195004-210180684,0010
101195042,210180662,4595,P6529,HC_CPT_LBW01,2015-10-02,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101195042-210180662,0010
101195045,210180676,577,P419,HC_CPT_LBW01,2015-10-02,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101195045-210180676,0010
101195474,853224805,124228,P45131,HC_TU_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101195474-853224805,0003
101195641,590285455,12461,P34308,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101195641-590285455,0001
101195875,210180669,3870,P5787,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101195875-210180669,0001
101195879,853224799,2111,P17340,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101195879-853224799,0001
101195956,590285460,44,P1257,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101195956-590285460,0001
101196309,590285453,2278,P2178,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101196309-590285453,0001
101196940,590285458,4243,P7091,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101196940-590285458,0001
101197445,210180645,1554,M276+P276,SPECPGM_06,2015-10-02,b. Individually wrapped finished product,00,,Positive,,,,,,,,,,,,,,,,,20151002,2016,Positive,Y,1,,N,0,,101197445-210180645,0008
101197554,210180695,8184,M21309+P21309,HC_CH_COM01,2015-10-02,a. ground chicken,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,30 mL,101197554-210180695,0008
101198241,853224806,6995,M1633+P17764+V1633,HC_TU_COM01,2015-10-02,b. raw turkey sausage (including links and sausage patties),00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,30 mL,101198241-853224806,0009
101198289,590285452,734,P18285,HC_CPT_LBW01,2015-10-02,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101198289-590285452,0010
101198318,210180644,1554,M276+P276,SPECPGM_06,2015-10-02,b. Individually wrapped finished product,00,,Negative,,,,,,,,,,,,,,,,,20151002,2016,Negative,Y,0,,N,0,,101198318-210180644,0008
101198319,210180642,1554,M276+P276,SPECPGM_06,2015-10-02,b. Individually wrapped finished product,00,,Negative,,,,,,,,,,,,,,,,,20151002,2016,Negative,Y,0,,N,0,,101198319-210180642,0008
101198320,210180638,1554,M276+P276,SPECPGM_06,2015-10-02,b. Individually wrapped finished product,00,,Negative,,,,,,,,,,,,,,,,,20151002,2016,Negative,Y,0,,N,0,,101198320-210180638,0008
101198322,210180639,1554,M276+P276,SPECPGM_06,2015-10-02,b. Individually wrapped finished product,00,,Positive,,,,,,,,,,,,,,,,,20151002,2016,Positive,Y,1,,N,0,,101198322-210180639,0008
101198323,210180648,1554,M276+P276,SPECPGM_06,2015-10-02,a. Comminuted chicken,00,,Negative,,,,,,,,,,,,,,,,,20151002,2016,Negative,Y,0,,N,0,,101198323-210180648,0008
101198325,210180654,1554,M276+P276,SPECPGM_06,2015-10-02,a. Comminuted chicken,00,,Negative,,,,,,,,,,,,,,,,,20151002,2016,Negative,Y,0,,N,0,,101198325-210180654,0008
101198326,210180646,1554,M276+P276,SPECPGM_06,2015-10-02,a. Comminuted chicken,00,,Negative,,,,,,,,,,,,,,,,,20151002,2016,Negative,Y,0,,N,0,,101198326-210180646,0008
101198327,210180649,1554,M276+P276,SPECPGM_06,2015-10-02,a. Comminuted chicken,00,,Negative,,,,,,,,,,,,,,,,,20151002,2016,Negative,Y,0,,N,0,,101198327-210180649,0008
101198329,210180651,1554,M276+P276,SPECPGM_06,2015-10-02,a. Comminuted chicken,00,,Negative,,,,,,,,,,,,,,,,,20151002,2016,Negative,Y,0,,N,0,,101198329-210180651,0008
101198330,210180655,1554,M276+P276,SPECPGM_06E,2015-10-02,,00,,Negative,,,,,,,,,,,,,,,,,20151002,2016,Negative,Y,0,,N,0,,101198330-210180655,0005
101198331,210180656,1554,M276+P276,SPECPGM_06E,2015-10-02,,00,,Negative,,,,,,,,,,,,,,,,,20151002,2016,Negative,Y,0,,N,0,,101198331-210180656,0005
101198419,210180657,41,P1250,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101198419-210180657,0001
101198641,210180670,4148,P584,HC_CH_CARC01,2015-10-02,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151002,2016,Negative,Y,0,Negative,Y,0,1 mL,101198641-210180670,0001
101199608,853224971,38,P855,HC_CH_CARC01,2015-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151004,2016,Negative,Y,0,Negative,Y,0,1 mL,101199608-853224971,0001
101193500,590285725,123397,P44826,HC_CPT_LBW01,2015-10-05,b. Leg,00,,Positive,,,,,,,,Positive,,,,,,,,,20151005,2016,Positive,Y,1,Positive,Y,1,1 mL,101193500-590285725,0010
101193950,853224961,2264,P1249,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101193950-853224961,0001
101194009,590285722,6025,P6058,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101194009-590285722,0001
101194640,853224972,5687,M4181+P4181,HC_CPT_LBW01,2015-10-05,b. Leg,00,,Positive,,,,,,,,Positive,,,,,,,,,20151005,2016,Positive,Y,1,Positive,Y,1,1 mL,101194640-853224972,0010
101194663,853225088,6036,P6164A,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101194663-853225088,0001
101194669,590285950,4420,P19688+V19688,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101194669-590285950,0001
101194764,210181162,2214,M2161+P3,HC_CPT_LBW01,2015-10-05,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101194764-210181162,0010
101194866,210180882,2236,P146,HC_CPT_LBW01,2015-10-05,c. Wing,00,,Positive,,,,,,,,Negative,,,,,,,,,20151005,2016,Positive,Y,1,Negative,Y,0,1 mL,101194866-210180882,0010
101195041,210180883,3852,P468,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101195041-210180883,0001
101195076,590285727,562,P445,HC_CPT_LBW01,2015-10-05,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101195076-590285727,0010
101195882,853225099,4512,P6510,HC_CPT_LBW01,2015-10-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101195882-853225099,0010
101195947,590285720,567,M7478+P1,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101195947-590285720,0001
101196449,853224970,126518,P46826,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101196449-853224970,0001
101196512,210180888,9259,M27389+P27389+V27389,HC_TU_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101196512-210180888,0003
101196528,853224964,4513,P6616+V6616,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101196528-853224964,0001
101197042,853224963,13257,P33900+V33900,HC_CPT_LBW01,2015-10-05,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101197042-853224963,0010
101197209,590285974,245,P18873,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101197209-590285974,0001
101197221,210180887,4595,P6529,HC_CPT_LBW01,2015-10-05,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101197221-210180887,0010
101197381,853224952,3854,P511,HC_TU_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101197381-853224952,0003
101197511,853224966,4141,P206+V206,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101197511-853224966,0001
101197979,590285972,3858,P1009,HC_CH_CARC01,2015-10-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20151005,2016,Negative,Y,0,Negative,Y,0,1 mL,101197979-590285972,0001
