form_id,sample_number,establishment_id,establishment_number,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,salmonellae_mpn_g_value,salmonellae_mpn_g_censor,salmonella_quantitative_cfu_g_value,salmonella_quantitative_cfu_g_censor,salmonella_quantitative_cfu_ml_value,salmonella_quantitative_cfu_ml_censor,aerobic_plate_count_mpn_ml_value,aerobic_plate_count_mpn_ml_censor,aerobic_plate_count_mpn_g_value,aerobic_plate_count_mpn_g_censor,aerobic_plate_count_mpn_100_sq_cm_value,aerobic_plate_count_mpn_100_sq_cm_censor,enterobacteriaceae_mpn_ml_value,enterobacteriaceae_mpn_ml_censor,enterobacteriaceae_mpn_100_sq_cm_value,enterobacteriaceae_mpn_100_sq_cm_censor,sample_key,sample_source_key
102044884,853342801,245,P18873,HC_CH_CARC01,2018-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102044884-853342801,0001
102045017,210420022,41,P1250,HC_CH_CARC01,2018-10-01,,00,,Negative,,,,,,,,,,Positive,,,,,,,20181001,2019,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102045017-210420022,0001
102045145,590508411,5401,P9332A,HC_TU_COM01,2018-10-01,c. raw turkey burger patties,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102045145-590508411,0009
102045243,210419773,7591,M20935+P20935,HC_TU_CARC01,2018-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102045243-210419773,0003
102045343,210419738,5685,M4177+P4177+I4177,HC_CPT_LBW01,2018-10-01,b. Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102045343-210419738,0010
102045362,590508393,3851,P208+V208,HC_CPT_LBW01,2018-10-01,b. Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102045362-590508393,0010
102045811,590508662,72,P6505,HC_CH_CARC01,2018-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102045811-590508662,0001
102046400,590508681,5721,M4934+P4934,HC_CH_COM01,2018-10-01,a. ground chicken,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102046400-590508681,0008
102046442,210419735,7855,P21234,HC_CH_CARC01,2018-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102046442-210419735,0001
102046443,210419767,7855,P21234,HC_CPT_LBW01,2018-10-01,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102046443-210419767,0008
102046469,590508410,6812,M9792+P9792,HC_CH_COM01,2018-10-01,b. raw chicken sausage (including links and sausage patties),00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102046469-590508410,0008
102046590,590508382,581,M737+P737,HC_CPT_LBW01,2018-10-01,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102046590-590508382,0010
102046600,590508408,2230,P18,HC_TU_COM01,2018-10-01,a. ground turkey,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102046600-590508408,0009
102046722,210419758,7849,M21275+P21275,HC_CPT_LBW01,2018-10-01,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102046722-210419758,0010
102046780,590508412,1943,M2130+P2130,HC_TU_COM01,2018-10-01,a. ground turkey,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102046780-590508412,0009
102046807,210419769,4644,P7487,F_CH_CARC01,2018-10-01,,00,,Negative,,,,,,,,,,,,,,,,,20181001,2019,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,102046807-210419769,0001
102046876,590508386,3571,P1362,HC_CPT_LBW01,2018-10-01,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102046876-590508386,0010
102046883,210419746,3883,P7156+V7156,HC_CH_CARC01,2018-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102046883-210419746,0001
102046887,853342814,6162343,P46897,HC_CH_CARC01,2018-10-01,,00,,Negative,,,,,,,,,,Positive,,,,,,,20181001,2019,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102046887-853342814,0001
102047054,210419785,1946,M2199+P2199,HC_CH_COM01,2018-10-01,b. raw chicken sausage (including links and sausage patties),00,,Positive,,,,,,,,,,Negative,,,,,,,20181001,2019,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102047054-210419785,0008
102047098,853342818,9852,M33831+P33831+V33831,F_CH_CARC01,2018-10-01,,00,,Negative,,,,,,,,,,,,,,,,,20181001,2019,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,102047098-853342818,0001
102047345,210419779,6163578,M46205+P46205+V46205,HC_TU_COM01,2018-10-01,a. ground turkey,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102047345-210419779,0009
102047443,590508682,651,M7345+P7345,HC_TU_COM01,2018-10-01,c. raw turkey burger patties,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102047443-590508682,0009
102047553,590508391,407,M11144+P11144,LO_CPT_LBW01,2018-10-01,c. Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20181001,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102047553-590508391,0010
102048134,590508692,4644,P7487,F_CH_CARC01,2018-10-01,,00,,Negative,,,,,,,,,,,,,,,,,20181001,2019,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,102048134-590508692,0001
102048145,210420071,3770,M13556+P13556,F_CPT_LBW01,2018-10-01,b. Leg,00,,Negative,,,,,,,,,,,,,,,,,20181001,2019,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,102048145-210420071,0010
102037999,590508699,9753,M38494+P32145+V32145,F_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,,,,,,,,20181002,2019,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,102037999-590508699,0010
102038202,590509023,9753,M38494+P32145+V32145,F_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,,,,,,,,20181002,2019,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,102038202-590509023,0010
102040669,590508696,2823,M2902+P2902,F_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,,,,,,,,20181002,2019,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,102040669-590508696,0010
102041365,853342976,4516,P7342+V7342,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102041365-853342976,0001
102041366,590508617,2249,M667+P667,HC_CPT_LBW01,2018-10-02,b. Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102041366-590508617,0010
102041382,590508666,1406,P18414,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102041382-590508666,0001
102041427,210419935,696,P9197,HC_CPT_LBW01,2018-10-02,c. Wing,00,,Positive,,,,,,,,,,Negative,,,,,,,20181002,2019,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102041427-210419935,0010
102041509,210420082,685,M9070+P9070,HC_TU_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102041509-210420082,0003
102041669,853342983,2643,P7769,HC_TU_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102041669-853342983,0003
102041850,210420002,10201,M32042+P32042+V32042,HC_CH_CARC01,2018-10-02,,00,,Positive,,,,,,,,,,Negative,,,,,,,20181002,2019,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102041850-210420002,0001
102041963,853343134,29,P476,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102041963-853343134,0001
102041990,590508658,6162809,M51255+P51255,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102041990-590508658,0001
102042086,210420039,2845,M6765+P6765,LO_CPT_LBW01,2018-10-02,c. Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042086-210420039,0010
102042179,590508615,100307,M44127+P44127,HC_CPT_LBW01,2018-10-02,a. Breast,00,,Positive,,,,,,,,,,Negative,,,,,,,20181002,2019,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042179-590508615,0010
102042202,210420005,4541,P341,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042202-210420005,0001
102042203,210420047,3543,P727+V727,HC_CPT_LBW01,2018-10-02,b. Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042203-210420047,0008
102042246,590508685,127429,M45638+P45638,HC_CH_COM01,2018-10-02,a. ground chicken,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042246-590508685,0008
102042249,590508648,6025,P6058,HC_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042249-590508648,0010
102042267,210419928,133,P7374,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042267-210419928,0001
102042315,210420752,3743,M13149+P13149+V13149,LO_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042315-210420752,0001
102042388,210419971,4506,P548,HC_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042388-210419971,0008
102042460,590508669,3846,P72,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042460-590508669,0001
102042601,590508612,564,P687,HC_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042601-590508612,0010
102042670,210420091,6162226,M45769+P45769,LO_CH_COM01,2018-10-02,a. ground product,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042670-210420091,0008
102042734,210420302,44,P1257,HC_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042734-210420302,0010
102042842,210420392,127006,P51179+V51179,HC_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102042842-210420392,0010
102042949,590508946,9745,P32174,HC_CPT_LBW01,2018-10-02,c. Wing,00,,Positive,,,,,,,,,,Positive,,,,,,,20181002,2019,Positive,Y,1,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102042949-590508946,0010
102043008,590508686,4807,M751+P1049,HC_TU_COM01,2018-10-02,a. ground turkey,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043008-590508686,0009
102043071,853342971,672,P7987,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043071-853342971,0001
102043088,210420312,4513,P6616+V6616,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043088-210420312,0001
102043113,590508650,2267,P1318,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043113-590508650,0001
102043117,590509013,5112,M18909+P157,HC_TU_COM01,2018-10-02,a. ground turkey,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043117-590509013,0009
102043122,210419939,4538,P164,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043122-210419939,0001
102043179,210419962,3890,P7264+V7264,HC_CPT_LBW01,2018-10-02,b. Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043179-210419962,0010
102043180,853342977,6421,P1304,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043180-853342977,0001
102043193,590508622,4499,P6651,HC_CPT_LBW01,2018-10-02,c. Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043193-590508622,0010
102043202,210419951,2197,P20245,HC_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043202-210419951,0010
102043259,853342930,493,M18567+P18567,LO_CH_COM01,2018-10-02,a. ground product,00,,Positive,,<0.03,,00000,,,Positive,,,Negative,,,,,,,20181002,2019,Positive,Y,1,Negative,Y,0,30 mL,0.03,<,,,,,,,,,,,,,,,102043259-853342930,0008
102043345,590508613,3853,P481,HC_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,Positive,,,,,,,20181002,2019,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102043345-590508613,0010
102043381,210419974,6847,M9977+P1325,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Positive,,,,,,,20181002,2019,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102043381-210419974,0001
102043384,590508610,566,P843,HC_CPT_LBW01,2018-10-02,c. Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043384-590508610,0010
102043394,590508942,4490,P522,HC_CH_CARC01,2018-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043394-590508942,0001
102043481,590508939,3873,M5842+P5842+V5842,HC_CPT_LBW01,2018-10-02,b. Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043481-590508939,0010
102043571,210419931,12362,P855D,HC_CPT_LBW01,2018-10-02,a. Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043571-210419931,0010
102043888,210420086,1668,M5916+P5916+V5916,HC_CH_COM01,2018-10-02,b. raw chicken sausage (including links and sausage patties),00,,Negative,,,,,,,,,,Negative,,,,,,,20181002,2019,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102043888-210420086,0008
