form_id,sample_number,establishment_id,establishment_number,establishment_state,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,salmonellae_mpn_g_value,salmonellae_mpn_g_censor,salmonella_quantitative_cfu_g_value,salmonella_quantitative_cfu_g_censor,salmonella_quantitative_cfu_ml_value,salmonella_quantitative_cfu_ml_censor,aerobic_plate_count_mpn_ml_value,aerobic_plate_count_mpn_ml_censor,aerobic_plate_count_mpn_g_value,aerobic_plate_count_mpn_g_censor,aerobic_plate_count_mpn_100_sq_cm_value,aerobic_plate_count_mpn_100_sq_cm_censor,enterobacteriaceae_mpn_ml_value,enterobacteriaceae_mpn_ml_censor,enterobacteriaceae_mpn_100_sq_cm_value,enterobacteriaceae_mpn_100_sq_cm_censor,sample_key,sample_source_key
100920040,853185546,6995,M1633+P17764+V1633,WI,NRTE_EXP_TU,2014-10-02,"f. other comminuted turkey (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,,,,,,,,20141002,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100920040-853185546,0006
100920080,590227692,29,P476,GA,SPECPGM_02B,2014-10-02,e. Other chicken part(s),00,,Positive,,,,,,,,,,,,,,,,,20141002,2015,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100920080-590227692,0010
100920447,853185552,29,P476,GA,SPECPGM_02B,2014-10-02,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141002,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100920447-853185552,0010
100920492,210114802,29,P476,GA,SPECPGM_02B,2014-10-02,e. Other chicken part(s),00,,Positive,,,,,,,,,,,,,,,,,20141002,2015,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100920492-210114802,0010
100920494,590227679,2349,P7903,VA,NRTE_EXP_CH,2014-10-02,a. ground chicken,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20141002,2015,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,100920494-590227679,0006
100920548,853185550,572,P239A,NC,NRTE_EXP_TU,2014-10-02,e. mechanically separated turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141002,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100920548-853185550,0006
100920761,590227860,3081,M7760+P7760,MN,NRTE_EXP_TU,2014-10-02,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141002,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100920761-590227860,0006
100920014,210114997,3247,M199N+P4240,NE,NRTE_EXP_TU,2014-10-03,"f. other comminuted turkey (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,,,,,,,,20141003,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100920014-210114997,0006
100920440,853185640,188,M12604+P12604,GA,NRTE_EXP_CH,2014-10-03,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Positive,,0.036,,10000,,,Positive,Negative,,,,,,,,,20141003,2015,Positive,Y,1,Negative,Y,0,1 mL,0.036,,,,,,,,,,,,,,,,100920440-853185640,0006
100920759,590227864,29,P476,GA,SPECPGM_02B,2014-10-03,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141003,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100920759-590227864,0010
100920760,853185643,29,P476,GA,SPECPGM_02B,2014-10-03,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141003,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100920760-853185643,0010
100920925,590227859,48,P1284,GA,NRTE_EXP_CH,2014-10-03,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141003,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100920925-590227859,0006
100921057,590227858,3847,M112+P112,AR,NRTE_EXP_CH,2014-10-03,b. mechanically separated chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141003,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100921057-590227858,0006
100921224,210114994,6965,M190+P190+V190,WI,NRTE_EXP_TU,2014-10-03,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141003,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100921224-210114994,0006
100921248,210114999,5308,M6137+P6137,CA,SPECPGM_02,2014-10-03,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141003,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100921248-210114999,0010
100921343,853185641,6687,M9462+P9462,PA,NRTE_EXP_TU,2014-10-03,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141003,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100921343-853185641,0006
100921378,210114998,29,P476,GA,SPECPGM_02B,2014-10-03,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141003,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100921378-210114998,0010
100921398,590227862,29,P476,GA,SPECPGM_02B,2014-10-03,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141003,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100921398-590227862,0010
100921411,853185642,29,P476,GA,SPECPGM_02B,2014-10-03,e. Other chicken part(s),00,,Positive,,,,,,,,,,,,,,,,,20141003,2015,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100921411-853185642,0010
100915964,590228118,496,M18726+P18726,FL,NRTE_EXP_CH,2014-10-06,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,,,,,,,,20141006,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100915964-590228118,0006
100921468,590228128,2961,M322A+P322,MN,SPECPGM_02B,2014-10-06,d. Chicken wing,00,,Negative,,,,,,,,,,,,,,,,,20141006,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100921468-590228128,0010
100921479,853185770,2961,M322A+P322,MN,SPECPGM_02B,2014-10-06,b. Chicken thigh,00,,Negative,,,,,,,,,,,,,,,,,20141006,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100921479-853185770,0010
100921483,210115302,2961,M322A+P322,MN,SPECPGM_02B,2014-10-06,a. Chicken breast,00,,Positive,,,,,,,,,,,,,,,,,20141006,2015,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100921483-210115302,0010
100921488,590228126,2961,M322A+P322,MN,SPECPGM_02B,2014-10-06,a. Chicken breast,00,,Negative,,,,,,,,,,,,,,,,,20141006,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100921488-590228126,0010
100921493,853185771,2961,M322A+P322,MN,SPECPGM_02B,2014-10-06,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141006,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100921493-853185771,0010
100922214,210115573,3833,P165H,OK,NRTE_EXP_CH,2014-10-06,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141006,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100922214-210115573,0006
100922311,210115290,2948,M27266+P403,MN,NRTE_EXP_TU,2014-10-06,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141006,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100922311-210115290,0006
100922488,590228110,9126,M27505+P27505,GA,NRTE_EXP_CH,2014-10-06,b. mechanically separated chicken,00,,Negative,,,,,,,,Positive,,,,,,,,,20141006,2015,Negative,Y,0,Positive,Y,1,1 mL,,,,,,,,,,,,,,,,,100922488-590228110,0006
100922524,590228112,8371,P22000,NC,NRTE_EXP_TU,2014-10-06,d. ground turkey,00,,Positive,,,,,,,,Negative,,,,,,,,,20141006,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100922524-590228112,0006
100922535,210115292,15,P243,GA,NRTE_EXP_CH,2014-10-06,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141006,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100922535-210115292,0006
100922786,590228114,4530,P18557,MS,NRTE_EXP_CH,2014-10-06,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141006,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100922786-590228114,0006
100922885,590228121,1946,M2199+P2199,KY,NRTE_EXP_CH,2014-10-06,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,,,,,,,,20141006,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100922885-590228121,0006
100922912,590228117,2230,P18,VA,NRTE_EXP_TU,2014-10-06,d. ground turkey,00,,Positive,,,,,,,,Negative,,,,,,,,,20141006,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100922912-590228117,0006
100923110,590228294,2643,P7769,IN,NRTE_EXP_TU,2014-10-06,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141006,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100923110-590228294,0006
100923270,210115595,3502,M19692+P19692,OK,NRTE_EXP_CH,2014-10-06,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20141006,2015,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,100923270-210115595,0006
100923278,590228332,5308,M6137+P6137,CA,SPECPGM_02,2014-10-06,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141006,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100923278-590228332,0010
100923284,853185922,5309,P6137A,CA,NRTE_EXP_CH,2014-10-06,a. ground chicken,00,,Negative,,,,,,,,Negative,,Positive,,,,,,,20141006,2015,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,100923284-853185922,0006
100923288,210115581,6413,M1015+P1015+V1015,PA,NRTE_EXP_TU,2014-10-06,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141006,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100923288-210115581,0006
100915285,590228519,297,M20091+P20091,GA,NRTE_EXP_CH,2014-10-07,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,,,,,,,,20141007,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100915285-590228519,0006
100916315,590228308,1181,M5292+P5292,NY,NRTE_EXP_TU,2014-10-07,"f. other comminuted turkey (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,,,,,,,,20141007,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100916315-590228308,0006
100916319,210115584,1181,M5292+P5292,NY,NRTE_EXP_CH,2014-10-07,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Positive,,,,,,,,Negative,,Negative,,,,,,,20141007,2015,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,100916319-210115584,0006
100916924,210115567,6563,P8437+V8437,PA,NRTE_EXP_TU,2014-10-07,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141007,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100916924-210115567,0006
100917146,210115980,3650,M5562+P5562+V5562,KS,NRTE_EXP_CH,2014-10-07,a. ground chicken,00,,Positive,,,,,,,,Negative,,Negative,,,,,,,20141007,2015,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,100917146-210115980,0006
100917546,853185920,9123,M451B+P451B,FL,NRTE_EXP_CH,2014-10-07,a. ground chicken,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20141007,2015,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,100917546-853185920,0006
100917679,590228318,7674,P312A,CA,NRTE_EXP_CH,2014-10-07,a. ground chicken,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20141007,2015,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,100917679-590228318,0006
100919122,210115590,5846,M18823+P18823+V18823,CA,NRTE_EXP_CH,2014-10-07,a. ground chicken,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20141007,2015,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,100919122-210115590,0006
100920302,590228315,6098,M8276+P8276,WA,NRTE_EXP_CH,2014-10-07,a. ground chicken,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20141007,2015,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,100920302-590228315,0006
100922215,590228513,2967,M18866+P551,MN,NRTE_EXP_TU,2014-10-07,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141007,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100922215-590228513,0006
100922377,853185923,1831,M18388+P18388,MA,NRTE_EXP_CH,2014-10-07,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Positive,,<0.03,,00000,,,Negative,Negative,,Negative,,,,,,,20141007,2015,Positive,Y,1,Negative,Y,0,30 mL,0.03,<,,,,,,,,,,,,,,,100922377-853185923,0006
100922593,853185925,3886,P7174,AR,NRTE_EXP_TU,2014-10-07,d. ground turkey,00,,Positive,,<0.03,,00000,,,Negative,Negative,,,,,,,,,20141007,2015,Positive,Y,1,Negative,Y,0,1 mL,0.03,<,,,,,,,,,,,,,,,100922593-853185925,0006
