form_id,sample_number,establishment_id,establishment_number,establishment_state,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,salmonellae_mpn_g_value,salmonellae_mpn_g_censor,salmonella_quantitative_cfu_g_value,salmonella_quantitative_cfu_g_censor,salmonella_quantitative_cfu_ml_value,salmonella_quantitative_cfu_ml_censor,aerobic_plate_count_mpn_ml_value,aerobic_plate_count_mpn_ml_censor,aerobic_plate_count_mpn_g_value,aerobic_plate_count_mpn_g_censor,aerobic_plate_count_mpn_100_sq_cm_value,aerobic_plate_count_mpn_100_sq_cm_censor,enterobacteriaceae_mpn_ml_value,enterobacteriaceae_mpn_ml_censor,enterobacteriaceae_mpn_100_sq_cm_value,enterobacteriaceae_mpn_100_sq_cm_censor,sample_key,sample_source_key
100966381,853191971,7811,M21207+P21207+V21207,MN,NRTE_EXP_CH,2014-12-03,a. ground chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141203,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100966381-853191971,0006
100966396,853191968,9551,P1096A,VA,NRTE_EXP_TU,2014-12-03,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141203,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100966396-853191968,0006
100966635,590237291,6413,M1015+P1015+V1015,PA,NRTE_EXP_CH,2014-12-03,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141203,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100966635-590237291,0006
100966980,853191978,4142,P218,TX,SPECPGM_02B,2014-12-03,b. Chicken thigh,00,,Negative,,,,,,,,,,,,,,,,,20141203,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100966980-853191978,0010
100967028,210125555,4142,P218,TX,SPECPGM_02B,2014-12-03,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141203,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100967028-210125555,0010
100967145,590237314,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-03,c. Chicken drumstick,00,,Positive,,,,,,,,,,,,,,,,,20141203,2015,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100967145-590237314,0010
100967156,210125823,15,P243,GA,NRTE_EXP_CH,2014-12-03,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141203,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967156-210125823,0006
100967171,853191979,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-03,a. Chicken breast,00,,Negative,,,,,,,,,,,,,,,,,20141203,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100967171-853191979,0010
100967198,210125561,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-03,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141203,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100967198-210125561,0010
100967199,853192171,3873,M5842+P5842+V5842,AR,NRTE_EXP_CH,2014-12-03,b. mechanically separated chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141203,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967199-853192171,0006
100967284,590237505,567,M7478+P1,NC,NRTE_EXP_CH,2014-12-03,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141203,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967284-590237505,0006
100967346,590237302,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-03,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141203,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100967346-590237302,0010
100967347,853191980,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-03,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141203,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100967347-853191980,0010
100967376,210125892,171,M9137+P9137,GA,NRTE_EXP_CH,2014-12-03,b. mechanically separated chicken,00,,Positive,,,,,,,,Positive,,,,,,,,,20141203,2015,Positive,Y,1,Positive,Y,1,1 mL,,,,,,,,,,,,,,,,,100967376-210125892,0006
100967441,210125829,4512,P6510,MS,NRTE_EXP_CH,2014-12-03,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141203,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967441-210125829,0006
100967552,210125812,3723,M8727+P8727+V8727,MO,NRTE_EXP_TU,2014-12-03,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141203,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967552-210125812,0006
100967580,590237516,4142,P218,TX,SPECPGM_02B,2014-12-03,a. Chicken breast,00,,Negative,,,,,,,,,,,,,,,,,20141203,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100967580-590237516,0010
100967594,853192185,4142,P218,TX,SPECPGM_02B,2014-12-03,d. Chicken wing,00,,Negative,,,,,,,,,,,,,,,,,20141203,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100967594-853192185,0010
100967604,210125835,4142,P218,TX,SPECPGM_02B,2014-12-03,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141203,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100967604-210125835,0010
100958922,590237750,3770,M13556+P13556,MO,SPECPGM_02B,2014-12-04,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100958922-590237750,0010
100958923,853192317,3770,M13556+P13556,MO,SPECPGM_02B,2014-12-04,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100958923-853192317,0010
100958925,210126052,3770,M13556+P13556,MO,SPECPGM_02B,2014-12-04,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100958925-210126052,0010
100962073,853192180,3770,M13556+P13556,MO,SPECPGM_02B,2014-12-04,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100962073-853192180,0010
100962077,210125837,3770,M13556+P13556,MO,SPECPGM_02B,2014-12-04,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100962077-210125837,0010
100965464,590237507,2709,M19113+P19113+G3748+V19113,IL,NRTE_EXP_CH,2014-12-04,a. ground chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141204,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100965464-590237507,0006
100966437,590237501,9580,P31881+V31881,MS,NRTE_EXP_CH,2014-12-04,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141204,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100966437-590237501,0006
100966865,590237497,3886,P7174,AR,NRTE_EXP_TU,2014-12-04,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141204,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100966865-590237497,0006
100967505,210126034,3081,M7760+P7760,MN,NRTE_EXP_TU,2014-12-04,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141204,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967505-210126034,0006
100967610,853192178,2,P32,GA,NRTE_EXP_CH,2014-12-04,b. mechanically separated chicken,00,,Positive,,4.3,,33100,,,Positive,Positive,,,,,,,,,20141204,2015,Positive,Y,1,Positive,Y,1,1 mL,4.3,,,,,,,,,,,,,,,,100967610-853192178,0006
100967689,590237499,2251,P806,VA,NRTE_EXP_CH,2014-12-04,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141204,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967689-590237499,0006
100967748,210125820,74,M6519+P6519,GA,NRTE_EXP_CH,2014-12-04,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141204,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967748-210125820,0006
100967898,853192169,9126,M27505+P27505,GA,NRTE_EXP_CH,2014-12-04,b. mechanically separated chicken,00,,Positive,,0.93,,32000,,,Positive,Negative,,,,,,,,,20141204,2015,Positive,Y,1,Negative,Y,0,1 mL,0.93,,,,,,,,,,,,,,,,100967898-853192169,0006
100967947,210125816,13261,M33901+P33901,LA,NRTE_EXP_CH,2014-12-04,a. ground chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141204,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967947-210125816,0006
100967991,853192172,4746,P18863+V18863,MS,NRTE_EXP_CH,2014-12-04,b. mechanically separated chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141204,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967991-853192172,0006
100968034,210125811,3847,M112+P112,AR,NRTE_EXP_CH,2014-12-04,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141204,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100968034-210125811,0006
100968213,590237528,4142,P218,TX,SPECPGM_02B,2014-12-04,d. Chicken wing,00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100968213-590237528,0010
100968251,853192188,4142,P218,TX,SPECPGM_02B,2014-12-04,b. Chicken thigh,00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100968251-853192188,0010
100968378,853192168,124228,P45131,IN,NRTE_EXP_TU,2014-12-04,e. mechanically separated turkey,00,,Positive,,<0.03,,00000,,,Negative,Negative,,,,,,,,,20141204,2015,Positive,Y,1,Negative,Y,0,1 mL,0.03,<,,,,,,,,,,,,,,,100968378-853192168,0006
100968387,210125842,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-04,a. Chicken breast,00,,Positive,,,,,,,,,,,,,,,,,20141204,2015,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100968387-210125842,0010
100968404,590237529,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-04,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100968404-590237529,0010
100968426,853192187,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-04,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100968426-853192187,0010
100968455,853192177,5704,M4846+P4846,CA,NRTE_EXP_CH,2014-12-04,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Positive,,0.03,,01000,,,Negative,Negative,,,,,,,,,20141204,2015,Positive,Y,1,Negative,Y,0,1 mL,0.03,,,,,,,,,,,,,,,,100968455-853192177,0006
100968531,210125845,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-04,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100968531-210125845,0010
100968532,590237522,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-04,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100968532-590237522,0010
100968572,590237743,4507,P758,MS,NRTE_EXP_CH,2014-12-04,b. mechanically separated chicken,00,,Negative,,,,,,,,Positive,,,,,,,,,20141204,2015,Negative,Y,0,Positive,Y,1,1 mL,,,,,,,,,,,,,,,,,100968572-590237743,0006
100968700,210126050,4142,P218,TX,SPECPGM_02B,2014-12-04,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141204,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100968700-210126050,0010
100968704,210126039,8371,P22000,NC,NRTE_EXP_TU,2014-12-04,e. mechanically separated turkey,00,,Positive,,,,,,,,Negative,,,,,,,,,20141204,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100968704-210126039,0006
100961454,590237740,9870,M32130+P32130+V32130,SD,NRTE_EXP_TU,2014-12-05,d. ground turkey,00,,Positive,,,,,,,,Negative,,,,,,,,,20141205,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100961454-590237740,0006
100961764,590237792,188,M12604+P12604,GA,NRTE_EXP_CH,2014-12-05,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Positive,,,,,,,,Negative,,,,,,,,,20141205,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100961764-590237792,0006
100961875,590237739,958,M4304+P4304,NY,NRTE_EXP_CH,2014-12-05,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Positive,,,,,,,,Negative,,,,,,,,,20141205,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100961875-590237739,0006
100962082,590237749,3770,M13556+P13556,MO,SPECPGM_02B,2014-12-05,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100962082-590237749,0010
100962086,853192318,3770,M13556+P13556,MO,SPECPGM_02B,2014-12-05,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100962086-853192318,0010
100962088,210126053,3770,M13556+P13556,MO,SPECPGM_02B,2014-12-05,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100962088-210126053,0010
100962089,590237748,3770,M13556+P13556,MO,SPECPGM_02B,2014-12-05,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100962089-590237748,0010
100962094,853192321,3770,M13556+P13556,MO,SPECPGM_02B,2014-12-05,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100962094-853192321,0010
100964631,210126036,7117,M10017+P10017,MI,NRTE_EXP_CH,2014-12-05,a. ground chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141205,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100964631-210126036,0006
100968358,853192316,6965,M190+P190+V190,WI,NRTE_EXP_TU,2014-12-05,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141205,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100968358-853192316,0006
100968710,590237747,4142,P218,TX,SPECPGM_02B,2014-12-05,a. Chicken breast,00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100968710-590237747,0010
100968711,853192319,4142,P218,TX,SPECPGM_02B,2014-12-05,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100968711-853192319,0010
100969247,210126038,651,M7345+P7345,NC,NRTE_EXP_TU,2014-12-05,"f. other comminuted turkey (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,,,,,,,,20141205,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100969247-210126038,0006
100969433,210126055,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-05,b. Chicken thigh,00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100969433-210126055,0010
100969445,590237746,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-05,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100969445-590237746,0010
100969447,853192320,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-05,a. Chicken breast,00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100969447-853192320,0010
100969533,590237745,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-05,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141205,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100969533-590237745,0010
100969534,210126047,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-05,e. Other chicken part(s),00,,Positive,,,,,,,,,,,,,,,,,20141205,2015,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100969534-210126047,0010
100963719,590238000,1181,M5292+P5292,NY,NRTE_EXP_TU,2014-12-08,"f. other comminuted turkey (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100963719-590238000,0006
100963723,590238012,1181,M5292+P5292,NY,NRTE_EXP_CH,2014-12-08,a. ground chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100963723-590238012,0006
100965012,210126571,4244,M7091A+P7091A,TX,NRTE_EXP_CH,2014-12-08,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141208,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100965012-210126571,0006
100966112,590238011,6098,M8276+P8276,WA,NRTE_EXP_CH,2014-12-08,a. ground chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141208,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100966112-590238011,0006
100967345,590238247,2643,P7769,IN,NRTE_EXP_TU,2014-12-08,d. ground turkey,00,,Positive,,,,,,,,Negative,,,,,,,,,20141208,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967345-590238247,0006
100967595,210126585,2967,M18866+P551,MN,NRTE_EXP_TU,2014-12-08,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100967595-210126585,0006
100968698,590238005,5112,M18909+P157,CA,NRTE_EXP_TU,2014-12-08,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100968698-590238005,0006
100969062,210126309,9580,P31881+V31881,MS,NRTE_EXP_CH,2014-12-08,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141208,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100969062-210126309,0006
100969380,590238035,3851,P208+V208,AR,SPECPGM_02B,2014-12-08,d. Chicken wing,00,,Negative,,,,,,,,,,,,,,,,,20141208,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100969380-590238035,0010
100969383,853192440,3851,P208+V208,AR,SPECPGM_02B,2014-12-08,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141208,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100969383-853192440,0010
100970271,210126341,3851,P208+V208,AR,SPECPGM_02B,2014-12-08,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141208,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100970271-210126341,0010
100970273,590238030,3851,P208+V208,AR,SPECPGM_02B,2014-12-08,e. Other chicken part(s),00,,Negative,,,,,,,,,,,,,,,,,20141208,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100970273-590238030,0010
100970281,853192441,3851,P208+V208,AR,SPECPGM_02B,2014-12-08,a. Chicken breast,00,,Negative,,,,,,,,,,,,,,,,,20141208,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100970281-853192441,0010
100970342,210126314,8371,P22000,NC,NRTE_EXP_TU,2014-12-08,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100970342-210126314,0006
100970402,590238009,3833,P165H,OK,NRTE_EXP_CH,2014-12-08,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141208,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100970402-590238009,0006
100970431,210126338,577,P419,NC,SPECPGM_02B,2014-12-08,a. Chicken breast,00,,Negative,,,,,,,,,,,,,,,,,20141208,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100970431-210126338,0010
100970511,210126316,9126,M27505+P27505,GA,NRTE_EXP_CH,2014-12-08,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141208,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100970511-210126316,0006
100970515,590238026,577,P419,NC,SPECPGM_02B,2014-12-08,d. Chicken wing,00,,Negative,,,,,,,,,,,,,,,,,20141208,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100970515-590238026,0010
100970592,590237996,2969,M579+P579+V579,MN,NRTE_EXP_TU,2014-12-08,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100970592-590237996,0006
100970608,590237998,4746,P18863+V18863,MS,NRTE_EXP_CH,2014-12-08,b. mechanically separated chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141208,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100970608-590237998,0006
100970682,210126312,1946,M2199+P2199,KY,NRTE_EXP_CH,2014-12-08,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100970682-210126312,0006
100970754,590238003,60,P2632,FL,NRTE_EXP_CH,2014-12-08,b. mechanically separated chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100970754-590238003,0006
100970824,853192444,577,P419,NC,SPECPGM_02B,2014-12-08,a. Chicken breast,00,,Negative,,,,,,,,,,,,,,,,,20141208,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100970824-853192444,0010
100970836,210126327,577,P419,NC,SPECPGM_02B,2014-12-08,a. Chicken breast,00,,Negative,,,,,,,,,,,,,,,,,20141208,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100970836-210126327,0010
100970850,590238021,577,P419,NC,SPECPGM_02B,2014-12-08,b. Chicken thigh,00,,Positive,,,,,,,,,,,,,,,,,20141208,2015,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100970850-590238021,0010
100971263,853192443,3901,M13456+P13456+V13456,AR,SPECPGM_02B,2014-12-08,c. Chicken drumstick,00,,Negative,,,,,,,,,,,,,,,,,20141208,2015,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100971263-853192443,0010
100971426,210126602,3650,M5562+P5562+V5562,KS,NRTE_EXP_CH,2014-12-08,a. ground chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100971426-210126602,0006
100971505,853192606,4512,P6510,MS,NRTE_EXP_CH,2014-12-08,b. mechanically separated chicken,00,,Positive,,0.074,,11000,,,Positive,Negative,,,,,,,,,20141208,2015,Positive,Y,1,Negative,Y,0,1 mL,0.074,,,,,,,,,,,,,,,,100971505-853192606,0006
100971524,590238249,6413,M1015+P1015+V1015,PA,NRTE_EXP_TU,2014-12-08,d. ground turkey,00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100971524-590238249,0006
100971565,210126593,5309,P6137A,CA,NRTE_EXP_CH,2014-12-08,b. mechanically separated chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141208,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100971565-210126593,0006
100961626,853192924,665,M7900+P7900,NC,NRTE_EXP_CH,2014-12-09,b. mechanically separated chicken,00,,Positive,,15,,33210,,,Positive,Negative,,,,,,,,,20141209,2015,Positive,Y,1,Negative,Y,0,1 mL,15,,,,,,,,,,,,,,,,100961626-853192924,0006
100962324,210126604,2208,P20604+V20604,OH,NRTE_EXP_CH,2014-12-09,a. ground chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141209,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100962324-210126604,0006
100963391,210126595,496,M18726+P18726,FL,NRTE_EXP_TU,2014-12-09,"f. other comminuted turkey (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Negative,,,,,,,,Negative,,,,,,,,,20141209,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100963391-210126595,0006
100963392,853192610,496,M18726+P18726,FL,NRTE_EXP_CH,2014-12-09,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00,,Positive,,0.23,,30000,,,Positive,Negative,,,,,,,,,20141209,2015,Positive,Y,1,Negative,Y,0,1 mL,0.23,,,,,,,,,,,,,,,,100963392-853192610,0006
100964306,210126579,7674,P312A,CA,NRTE_EXP_CH,2014-12-09,a. ground chicken,00,,Positive,,,,,,,,Negative,,,,,,,,,20141209,2015,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100964306-210126579,0006
100964365,853192605,9123,M451B+P451B,FL,NRTE_EXP_CH,2014-12-09,a. ground chicken,00,,Negative,,,,,,,,Negative,,,,,,,,,20141209,2015,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100964365-853192605,0006
