form_id,sample_number,establishment_id,establishment_number,establishment_state,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,salmonellae_mpn_g_value,salmonellae_mpn_g_censor,salmonella_quantitative_cfu_g_value,salmonella_quantitative_cfu_g_censor,salmonella_quantitative_cfu_ml_value,salmonella_quantitative_cfu_ml_censor,aerobic_plate_count_mpn_ml_value,aerobic_plate_count_mpn_ml_censor,aerobic_plate_count_mpn_g_value,aerobic_plate_count_mpn_g_censor,aerobic_plate_count_mpn_100_sq_cm_value,aerobic_plate_count_mpn_100_sq_cm_censor,enterobacteriaceae_mpn_ml_value,enterobacteriaceae_mpn_ml_censor,enterobacteriaceae_mpn_100_sq_cm_value,enterobacteriaceae_mpn_100_sq_cm_censor,sample_key,sample_source_key
103292988,300484582,5112,M18909+P157,CA,HC_TU_COM01,2023-11-07,,00,,Positive,,,,,<10,,,,,Negative,,,,,,,20231107,2024,Positive,Y,1,Negative,Y,0,30 mL,,,10,<,,,,,,,,,,,,,103292988-300484582,0009
103293019,300486012,2160,P19112,KY,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103293019-300486012,0001
103293036,300484118,4499,P6651,TN,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103293036-300484118,0010
103293038,300484112,6167344,M689D+P689D,AR,HC_CPT_LBW01,2023-11-07,Breast,00,,Positive,,,,,,<10,,,,Positive,,,,,,,20231107,2024,Positive,Y,1,Positive,Y,1,30 mL,,,,,10,<,,,,,,,,,,,103293038-300484112,0010
103293282,300484621,2,P32,GA,HC_CPT_LBW01,2023-11-07,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103293282-300484621,0010
103293441,300484046,3856,P705,AR,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103293441-300484046,0008
103293485,300483981,664,M7470+P7470,NC,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103293485-300483981,0001
103293502,300484623,734,P18285,SC,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103293502-300484623,0010
103293535,300484289,6165658,M47486+P47486,CA,HC_CPT_LBW01,2023-11-07,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103293535-300484289,0010
103293701,300483988,2249,M667+P667,DE,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103293701-300483988,0010
103293741,300484637,4489,P517,MS,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103293741-300484637,0001
103293806,300484585,3880,M7100+P7100+V7100,AR,HC_CPT_LBW01,2023-11-07,Wing,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103293806-300484585,0008
103293808,300484019,3880,M7100+P7100+V7100,AR,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103293808-300484019,0001
103293848,300484322,4505,P519,MS,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103293848-300484322,0001
103293872,300484644,29,P476,GA,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103293872-300484644,0001
103293877,300484188,6165617,M47452+P47452,NJ,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103293877-300484188,0010
103293937,300484075,4487,P308,MS,HC_CH_CARC01,2023-11-07,,00,,Positive,,,,,,<10,,,,Positive,,,,,,,20231107,2024,Positive,Y,1,Positive,Y,1,30 mL,,,,,10,<,,,,,,,,,,,103293937-300484075,0001
103293952,300484581,2278,P2178,DE,HC_CH_COM01,2023-11-07,,00,,Positive,,,,,<10,,,,,Negative,,,,,,,20231107,2024,Positive,Y,1,Negative,Y,0,30 mL,,,10,<,,,,,,,,,,,,,103293952-300484581,0008
103293972,300485128,2250,P764,MD,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103293972-300485128,0001
103294012,300485110,3650,M5562+P5562+V5562,KS,HC_CH_COM01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294012-300485110,0008
103294042,300485158,127254,M45565+P45565,AL,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294042-300485158,0010
103294060,300485021,8015,M21498+P21498,AR,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103294060-300485021,0010
103294063,300485056,4506,P548,AL,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294063-300485056,0001
103294090,300484603,6025,P6058,WA,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294090-300484603,0010
103294235,300485276,567,M7478+P1,NC,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294235-300485276,0001
103294267,300484023,3,P40,GA,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103294267-300484023,0001
103294310,300484219,4510,P1254+V1254,AL,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103294310-300484219,0001
103294372,300485039,3543,P727+V727,MO,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103294372-300485039,0001
103294403,300484634,48,P1284,GA,HC_CH_CARC01,2023-11-07,,00,,Positive,,,,,,<10,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Positive,Y,1,,N,0,,,,,,10,<,,,,,,,,,,,103294403-300484634,0001
103294410,300484032,4093,P19865+V19865,LA,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103294410-300484032,0001
103294465,300484250,9850,M31980+P31980,CA,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103294465-300484250,0010
103294489,300485532,6165818,M47579+P47579,TN,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103294489-300485532,0001
103294559,300484669,123917,P44992,TX,F_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103294559-300484669,0001
103294593,300484132,226,M18527+P18527,GA,HC_CH_COM01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294593-300484132,0008
103294658,300484173,6164578,M46658+P46658+G46658,TN,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294658-300484173,0010
103294719,300484077,1815,P17336,RI,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294719-300484077,0010
103294837,300484248,4420,P19688+V19688,TX,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103294837-300484248,0001
103294856,300484160,1618,M4398+P4398,MA,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103294856-300484160,0010
103294872,300485413,6163592,P46213,TX,F_CPT_LBW01,2023-11-07,Wing,00,,Positive,,,,,,,,,,,,,,,,,20231107,2024,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,103294872-300485413,0010
103294890,300484079,127281,P1304A+V1304A,PA,HC_CH_COM01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294890-300484079,0008
103294896,300484985,127493,P533A,PA,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294896-300484985,0010
103294907,300485506,4496,P6504,AL,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103294907-300485506,0010
103294924,300484984,5687,M4181+P4181,CA,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103294924-300484984,0001
103295040,300484144,6165887,P47629,GA,F_CPT_LBW01,2023-11-07,Breast,00,,Positive,,,,,,,,,,,,,,,,,20231107,2024,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,103295040-300484144,0010
103295173,300485136,4534,M19636+P19636,TN,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295173-300485136,0010
103295211,300485538,4509,P1235,AL,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295211-300485538,0001
103295310,300483978,9,P177,GA,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295310-300483978,0010
103295328,300485302,6163939,P51345,MS,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103295328-300485302,0010
103295330,300485135,3853,P481,AR,HC_CH_CARC01,2023-11-07,,00,,Positive,,,,,,<10,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Positive,Y,1,,N,0,,,,,,10,<,,,,,,,,,,,103295330-300485135,0001
103295373,300484587,586,P1201,NC,HC_CPT_LBW01,2023-11-07,Breast,00,,Positive,,,,,,<10,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Positive,Y,1,,N,0,,,,,,10,<,,,,,,,,,,,103295373-300484587,0010
103295439,300485008,3873,M5842+P5842+V5842,AR,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103295439-300485008,0010
103295497,300484400,9337,M31727+P31727+V31727A,NY,HC_TU_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295497-300484400,0003
103295501,300484181,4201,M2338+P2338,TX,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295501-300484181,0008
103295518,300484012,2197,P20245,KY,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103295518-300484012,0010
103295543,300485369,4595,P6529,AL,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103295543-300485369,0001
103295546,300484662,651,M7345+P7345,NC,HC_TU_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295546-300484662,0003
103295549,300484647,4544,P509,TN,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103295549-300484647,0001
103295555,300484102,127044,P45483,AR,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295555-300484102,0001
103295574,300485164,32,P646,GA,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295574-300485164,0010
103295576,300484612,6163880,P46338,DE,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295576-300484612,0010
103295640,300484645,2264,P1249,VA,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295640-300484645,0001
103295693,300484115,3752,P13369+V13369,MO,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295693-300484115,0001
103295721,300484638,3879,P7085+V7085,OK,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103295721-300484638,0001
103295736,300483995,3846,P72,AR,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103295736-300483995,0010
103295865,300484626,6053,M6267+P6267,WA,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103295865-300484626,0010
103295884,300484210,9813,M21863A+P21863A,TX,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103295884-300484210,0010
103295892,300485760,2969,M579+P579+V579,MN,HC_TU_COM01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295892-300485760,0009
103295931,300484673,4515,P6666,AL,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103295931-300484673,0001
103295937,300484029,2214,M2161+P3,DE,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103295937-300484029,0010
103295988,300484074,3842,M13289+P963,AR,HC_TU_COM01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103295988-300484074,0009
103296066,300484142,3851,P208+V208,AR,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296066-300484142,0010
103296084,300483986,41,P1250,GA,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103296084-300483986,0010
103296093,300483990,6165835,P47591,AR,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296093-300483990,0010
103296100,300484580,6563,P8437+V8437,PA,HC_TU_COM01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296100-300484580,0009
103296174,300484628,4491,P559,AL,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103296174-300484628,0010
103296176,300484253,5598,M550+P18178+V18178,CA,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296176-300484253,0010
103296184,300484014,2267,P1318,DE,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296184-300484014,0001
103296206,300484657,11336,M20251W+P20251W,NE,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296206-300484657,0010
103296223,300484579,4270,M7231+P7231,TX,HC_CH_COM01,2023-11-07,,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103296223-300484579,0008
103296236,300485826,4534,M19636+P19636,TN,HC_CPT_LBW01,2023-11-07,Wing,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103296236-300485826,0010
103296246,300484962,358,M8328+P8328,FL,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296246-300484962,0010
103296297,300484356,125773,M45243+P45243,TX,HC_CPT_LBW01,2023-11-07,Leg,00,,Positive,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,103296297-300484356,0008
103296299,300484565,125773,M45243+P45243,TX,HC_CH_COM01,2023-11-07,,00,,Positive,,,,,,,,,,Negative,,,,,,,20231107,2024,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296299-300484565,0008
103296375,300485132,2349,P7903,VA,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103296375-300485132,0001
103296435,300485531,562,P445,NC,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103296435-300485531,0001
103296437,300485045,3858,P1009,AR,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296437-300485045,0001
103296488,300485396,4499,P6651,TN,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296488-300485396,0001
103296502,300484981,127246,M48119+P48119,AR,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103296502-300484981,0010
103296511,300484092,5704,M4846+P4846,CA,HC_CH_COM01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296511-300484092,0008
103296521,300485065,579,P622,NC,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296521-300485065,0001
103296574,300485326,4159,P1137,TX,HC_CPT_LBW01,2023-11-07,Wing,00,,Positive,,,,,,<10,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Positive,Y,1,,N,0,,,,,,10,<,,,,,,,,,,,103296574-300485326,0010
103296576,300485161,4159,P1137,TX,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103296576-300485161,0001
103296686,300485029,4518,P7485+V7485,AL,HC_CPT_LBW01,2023-11-07,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296686-300485029,0010
103296702,300486364,2214,M2161+P3,DE,HC_CPT_LBW01,2023-11-07,Wing,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103296702-300486364,0010
103296706,300485086,6965,M190+P190+V190,WI,HC_TU_COM01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296706-300485086,0009
103296718,300485127,8371,P22000,NC,HC_TU_COM01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296718-300485127,0009
103296785,300485067,4644,P7487,TN,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103296785-300485067,0001
103296801,300484168,4281,M7271+P7271,TX,HC_CPT_LBW01,2023-11-07,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231107,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103296801-300484168,0010
103296810,300484654,2526,P1241,IN,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296810-300484654,0001
103296827,300484098,13936,P39915+V39915,MD,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Positive,,,,,,,20231107,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103296827-300484098,0001
103296888,300484122,6164451,M544+P544,MN,HC_TU_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296888-300484122,0003
103296961,300485138,38,P855,GA,HC_CH_CARC01,2023-11-07,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296961-300485138,0001
103296995,300484071,5309,P6137A,CA,HC_CPT_LBW01,2023-11-07,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103296995-300484071,0010
103297140,300484015,4515,P6666,AL,HC_CPT_LBW01,2023-11-07,Leg,00,,Positive,,,,,,158,,,,Negative,,,,,,,20231107,2024,Positive,Y,1,Negative,Y,0,30 mL,,,,,158,,,,,,,,,,,,103297140-300484015,0010
103297150,300484105,5881,M19782+P19782,CA,HC_CPT_LBW01,2023-11-07,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20231107,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103297150-300484105,0010
