form_id,sample_number,establishment_id,establishment_number,establishment_state,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,salmonellae_mpn_g_value,salmonellae_mpn_g_censor,salmonella_quantitative_cfu_g_value,salmonella_quantitative_cfu_g_censor,salmonella_quantitative_cfu_ml_value,salmonella_quantitative_cfu_ml_censor,aerobic_plate_count_mpn_ml_value,aerobic_plate_count_mpn_ml_censor,aerobic_plate_count_mpn_g_value,aerobic_plate_count_mpn_g_censor,aerobic_plate_count_mpn_100_sq_cm_value,aerobic_plate_count_mpn_100_sq_cm_censor,enterobacteriaceae_mpn_ml_value,enterobacteriaceae_mpn_ml_censor,enterobacteriaceae_mpn_100_sq_cm_value,enterobacteriaceae_mpn_100_sq_cm_censor,sample_key,sample_source_key
103277302,300464120,3849,P165M+V165M,OK,HC_CPT_LBW01,2023-10-02,Breast,00,,Negative,,,,,,,,,,Negative,,2400,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,2400,,,,,,,,,,103277302-300464120,0010
103277334,300466302,4518,P7485+V7485,AL,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103277334-300466302,0001
103277349,300464838,2349,P7903,VA,HC_CPT_LBW01,2023-10-02,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,110,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,110,,,,,,,,,,103277349-300464838,0010
103277351,300464901,2349,P7903,VA,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103277351-300464901,0001
103277408,300464968,2230,P18,VA,HC_TU_COM01,2023-10-02,,00,,Positive,,,,,<10,,,,,Negative,,,,,,<60,20231002,2024,Positive,Y,1,Negative,Y,0,30 mL,,,10,<,,,,,60,<,,,,,,,103277408-300464968,0009
103277481,300464071,5854,M18994+P18994,CA,HC_CPT_LBW01,2023-10-02,Leg,00,,Negative,,,,,,,,,,Negative,,10,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,10,,,,,,,,,,103277481-300464071,0010
103277611,300464942,3881,P7101,AR,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103277611-300464942,0001
103277782,300464554,9,P177,GA,HC_CPT_LBW01,2023-10-02,Wing,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,45,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,45,,,,,,,,,,103277782-300464554,0010
103277997,300464574,6025,P6058,WA,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103277997-300464574,0001
103278186,300464113,4523,M11507+P11507+V11507,TN,HC_CPT_LBW01,2023-10-02,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,920,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,920,,,,,,,,,,103278186-300464113,0008
103278262,300464087,4489,P517,MS,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103278262-300464087,0001
103278555,300465034,4128,P325,TX,HC_CPT_LBW01,2023-10-02,Breast,00,,Negative,,,,,,,,,,Negative,,200,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,200,,,,,,,,,,103278555-300465034,0010
103278594,300464984,2,P32,GA,HC_CPT_LBW01,2023-10-02,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,21,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,21,,,,,,,,,,103278594-300464984,0010
103278609,300464850,4505,P519,MS,HC_CPT_LBW01,2023-10-02,Breast,00,,Negative,,,,,,,,,,Negative,,240,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,240,,,,,,,,,,103278609-300464850,0010
103278628,300464555,3356,M4653A+P4653A+V4653A,IA,HC_CPT_LBW01,2023-10-02,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,1600,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,1600,,,,,,,,,,103278628-300464555,0010
103278755,300464564,4509,P1235,AL,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103278755-300464564,0001
103278866,300464123,4030,M13170+P13170+V13170,OK,HC_CPT_LBW01,2023-10-02,Breast,00,,Negative,,,,,,,,,,Negative,,140,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,140,,,,,,,,,,103278866-300464123,0010
103278882,300464149,4534,M19636+P19636,TN,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103278882-300464149,0001
103279106,300464568,4501,P192,AL,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,Positive,,,,,,,20231002,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103279106-300464568,0001
103279615,300464080,586,P1201,NC,HC_CPT_LBW01,2023-10-02,Breast,00,,Negative,,,,,,,,,,Negative,,10,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,10,,,,,,,,,,103279615-300464080,0010
103279635,300464082,3851,P208+V208,AR,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103279635-300464082,0001
103279640,300464550,4244,M7091A+P7091A,TX,HC_CPT_LBW01,2023-10-02,Wing,00,,Negative,,,,,,,,,,Negative,,59,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,59,,,,,,,,,,103279640-300464550,0010
103279834,300464065,126027,P46091,AR,HC_CPT_LBW01,2023-10-02,Wing,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,250,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,250,,,,,,,,,,103279834-300464065,0010
103279862,300464547,6812,M9792+P9792,PA,HC_CH_COM01,2023-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,340,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,340,,,,,,,,103279862-300464547,0008
103279874,300464092,123881,P44974+V44974,NJ,HC_TU_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103279874-300464092,0003
103280030,300464578,2111,P17340,KY,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,Positive,,,,,,,20231002,2024,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103280030-300464578,0001
103280072,300464552,5204,P2882,CA,HC_CPT_LBW01,2023-10-02,Wing,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,21,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,21,,,,,,,,,,103280072-300464552,0010
103280107,300464139,4495,P1317+V1317,AL,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103280107-300464139,0001
103280188,300464077,1569,M1097+P8891,MA,HC_CPT_LBW01,2023-10-02,Breast,00,,Positive,,,,,,<10,,,,Negative,,3700000,,,,,20231002,2024,Positive,Y,1,Negative,Y,0,30 mL,,,,,10,<,3700000,,,,,,,,,,103280188-300464077,0010
103280202,300464580,48,P1284,GA,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103280202-300464580,0001
103280318,300464155,2856,M6916+P6916+V6916,IL,F_CPT_LBW01,2023-10-02,Breast,00,,Negative,,,,,,,,,,,,,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103280318-300464155,0010
103280404,300464589,2264,P1249,VA,F_CPT_LBW01,2023-10-02,Breast,00,,Positive,,,,,,,,,,,,,,,,,20231002,2024,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,103280404-300464589,0010
103280781,300464130,4161,P1294+V1294,TX,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103280781-300464130,0001
103280788,300464996,2264,P1249,VA,F_CPT_LBW01,2023-10-02,Breast,00,,Negative,,,,,,,,,,,,,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103280788-300464996,0008
103280968,300465799,4142,P218,TX,HC_CPT_LBW01,2023-10-02,Wing,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,<10,,,,,20231002,2024,Negative,Y,0,,N,0,,,,,,,,10,<,,,,,,,,,103280968-300465799,0010
103280970,300465820,4142,P218,TX,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103280970-300465820,0001
103281016,300465365,2267,P1318,DE,HC_CH_CARC01,2023-10-02,,00,,Negative,,,,,,,,,,Negative,,,,,,,20231002,2024,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103281016-300465365,0001
