form_id,sample_number,establishment_id,establishment_number,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,salmonellae_mpn_g_value,salmonellae_mpn_g_censor,salmonella_quantitative_cfu_g_value,salmonella_quantitative_cfu_g_censor,salmonella_quantitative_cfu_ml_value,salmonella_quantitative_cfu_ml_censor,aerobic_plate_count_mpn_ml_value,aerobic_plate_count_mpn_ml_censor,aerobic_plate_count_mpn_g_value,aerobic_plate_count_mpn_g_censor,aerobic_plate_count_mpn_100_sq_cm_value,aerobic_plate_count_mpn_100_sq_cm_censor,enterobacteriaceae_mpn_ml_value,enterobacteriaceae_mpn_ml_censor,enterobacteriaceae_mpn_100_sq_cm_value,enterobacteriaceae_mpn_100_sq_cm_censor,sample_key,sample_source_key
102811473,300007365,3849,P165M+V165M,HC_CPT_LBW01,2021-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811473-300007365,0010
102811891,300007524,4513,P6616+V6616,HC_CH_CARC01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811891-300007524,0001
102811992,300007525,3871,M5837+P5837,HC_CPT_LBW01,2021-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811992-300007525,0008
102812631,300007364,564,P687,HC_CH_CARC01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102812631-300007364,0001
102813297,300007519,1831,M18388+P18388,HC_CH_COM01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813297-300007519,0008
102813375,300007407,32,P646,HC_CPT_LBW01,2021-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813375-300007407,0010
102813553,300007358,2279,P2186,HC_CPT_LBW01,2021-10-01,Breast,00,,Negative,,,,,,,,,,Positive,,,,,,,20211001,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102813553-300007358,0010
102813582,300007522,126518,P46826,HC_CH_CARC01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813582-300007522,0001
102814001,300007382,9551,P1096A,HC_TU_COM01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102814001-300007382,0009
102814689,300007400,4244,M7091A+P7091A,HC_CPT_LBW01,2021-10-01,Wing,00,,Negative,,,,,,,,,,Positive,,,,,,,20211001,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102814689-300007400,0010
102814727,300007527,3431,P7669,HC_TU_CARC01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102814727-300007527,0003
102814837,300007392,39,P910,HC_CPT_LBW01,2021-10-01,Leg,00,,Positive,,,,,,,,,,Positive,,,,,,,20211001,2022,Positive,Y,1,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102814837-300007392,0010
102814990,300007405,4554,P247,HC_CH_CARC01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102814990-300007405,0001
102815387,300007374,9870,M32130+P32130+V32130,HC_TU_CARC01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102815387-300007374,0003
102816050,300007379,2267,P1318,HC_CPT_LBW01,2021-10-01,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102816050-300007379,0010
102816277,300007329,3723,M8727+P8727+V8727,HC_TU_COM01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102816277-300007329,0009
102817022,300007326,6164831,M46966+P46966,HC_CH_COM01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102817022-300007326,0008
102817075,300007387,127272,M46870+P46870,F_TU_COM01,2021-10-01,,00,,Negative,,,,,,,,,,,,,,,,,20211001,2022,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,102817075-300007387,0009
102817349,300007388,4281,M7271+P7271,F_CPT_LBW01,2021-10-01,Breast,00,,Negative,,,,,,,,,,,,,,,,,20211001,2022,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,102817349-300007388,0010
102817606,300007375,6403,P460+V460,HC_TU_CARC01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102817606-300007375,0003
102817611,300007520,2967,M18866+P551,HC_CH_COM01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102817611-300007520,0008
102817613,300007381,2967,M18866+P551,HC_TU_COM01,2021-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211001,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102817613-300007381,0009
102809236,300008651,2,P32,HC_CH_CARC01,2021-10-03,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211003,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102809236-300008651,0001
102810731,300008873,5240,M4873+P4873,HC_CPT_LBW01,2021-10-03,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211003,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810731-300008873,0010
102811608,300008885,4568,P1353,HC_CPT_LBW01,2021-10-03,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211003,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811608-300008885,0010
102814633,300008583,4496,P6504,HC_CPT_LBW01,2021-10-03,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20211003,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102814633-300008583,0010
102816783,300008617,7855,P21234,HC_CH_CARC01,2021-10-03,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211003,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102816783-300008617,0001
102809308,300008872,577,P419,HC_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102809308-300008872,0010
102809320,300008559,1569,M1097+P8891,HC_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102809320-300008559,0010
102809519,300008912,7996,P211,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Positive,,,,,,,20211004,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102809519-300008912,0001
102809521,300008663,1906,M810+P810,F_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,,,,,,,,20211004,2022,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,102809521-300008663,0010
102809573,300008877,1906,M810+P810,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102809573-300008877,0010
102809580,300008911,7606,M20826+P20826+V20826,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102809580-300008911,0001
102809588,300008638,9745,P32174,HC_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102809588-300008638,0010
102809678,300008570,4496,P6504,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102809678-300008570,0001
102809681,300008550,41,P1250,HC_CH_COM01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102809681-300008550,0008
102809818,300009566,4490,P522,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102809818-300009566,0010
102809826,300008589,126987,M45465+P45465+V45465,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Positive,,,,,,,20211004,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102809826-300008589,0010
102809988,300008643,1610,M4089+P4089+V4089,HC_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102809988-300008643,0010
102810024,300008668,2643,P7769,HC_TU_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810024-300008668,0003
102810190,300008879,13079,M38468+P38468+V38468,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810190-300008879,0010
102810246,300008580,6836,P9917,HC_CPT_LBW01,2021-10-04,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810246-300008580,0010
102810410,300009189,3518,P20251,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810410-300009189,0001
102810523,300009626,4530,P18557,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810523-300009626,0001
102810593,300010094,581,M737+P737,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810593-300010094,0001
102810619,300009598,2160,P19112,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810619-300009598,0010
102810627,300009315,127254,M45565+P45565,HC_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810627-300009315,0010
102810666,300009627,4512,P6510,HC_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810666-300009627,0010
102810742,300009571,2250,P764,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810742-300009571,0001
102810786,300009625,2267,P1318,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810786-300009625,0001
102810844,300009230,4505,P519,HC_CPT_LBW01,2021-10-04,Breast,00,,Positive,,,,,,,,,,Negative,,,,,,,20211004,2022,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810844-300009230,0010
102810878,300008615,13257,P33900+V33900,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810878-300008615,0010
102810892,300008893,6036,P6164A,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810892-300008893,0010
102810899,300008896,727,M17980+P17980,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810899-300008896,0001
102810912,300009153,2501,P286,HC_TU_COM01,2021-10-04,,00,,Positive,,,,,,,,,,Negative,,,,,,,20211004,2022,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810912-300009153,0009
102810913,300009394,2501,P286,HC_TU_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102810913-300009394,0003
102811294,300008618,6163880,P46338,HC_CPT_LBW01,2021-10-04,Breast,00,,Positive,,,,,,,,,,Positive,,,,,,,20211004,2022,Positive,Y,1,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102811294-300008618,0010
102811424,300008895,3870,P5787,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811424-300008895,0010
102811515,300008625,4402,P19456A,HC_CPT_LBW01,2021-10-04,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811515-300008625,0010
102811534,300008881,3356,M4653A+P4653A+V4653A,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811534-300008881,0001
102811635,300009588,3937,P27+V27,HC_CPT_LBW01,2021-10-04,Wing,00,,Negative,,,,,,,,,,Positive,,,,,,,20211004,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102811635-300009588,0010
102811724,300008863,127281,P1304A+V1304A,HC_CH_COM01,2021-10-04,,00,,Positive,,,,,,,,,,Negative,,,,,,,20211004,2022,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811724-300008863,0008
102811841,300008878,4540,P320,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811841-300008878,0001
102811861,300008975,2477,P39,HC_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811861-300008975,0010
102811885,300008640,3883,P7156+V7156,HC_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811885-300008640,0010
102811988,300008889,13257,P33900+V33900,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102811988-300008889,0010
102812113,300008585,6162343,P46897,HC_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,Positive,,,,,,,20211004,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102812113-300008585,0010
102812230,300009151,3842,M13289+P963,HC_TU_COM01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102812230-300009151,0009
102812271,300008915,727,M17980+P17980,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102812271-300008915,0010
102812437,300008548,6812,M9792+P9792,HC_CH_COM01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102812437-300008548,0008
102812443,300008579,29,P476,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102812443-300008579,0001
102812565,300008613,9,P177,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102812565-300008613,0010
102812570,300008887,9,P177,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102812570-300008887,0001
102812612,300007359,5970,M1542+P1542,HC_CH_COM01,2021-10-04,,00,,Positive,,,,,,,,,,Negative,,,,,,,20211004,2022,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102812612-300007359,0008
102812747,300008568,669,M7964+P7964,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102812747-300008568,0010
102812809,300008563,4516,P7342+V7342,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Positive,,,,,,,20211004,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102812809-300008563,0001
102812869,300009792,4499,P6651,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102812869-300009792,0001
102813009,300010632,3852,P468,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813009-300010632,0001
102813163,300010673,3571,P1362,HC_CPT_LBW01,2021-10-04,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813163-300010673,0010
102813167,300009583,4513,P6616+V6616,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813167-300009583,0001
102813244,300008628,6421,P1304,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Positive,,,,,,,20211004,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102813244-300008628,0001
102813255,300008888,9259,M27389+P27389+V27389,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813255-300008888,0001
102813258,300008908,2249,M667+P667,HC_CPT_LBW01,2021-10-04,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813258-300008908,0010
102813301,300008546,1831,M18388+P18388,HC_CH_COM01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813301-300008546,0008
102813358,300008865,7117,M10017+P10017,HC_CH_COM01,2021-10-04,,00,,Positive,,,,,,,,,,Negative,,,,,,,20211004,2022,Positive,Y,1,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813358-300008865,0008
102813371,300009592,3873,M5842+P5842+V5842,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813371-300009592,0010
102813493,300008622,124559,P9378+V9378,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Positive,,,,,,,20211004,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102813493-300008622,0001
102813542,300008909,2279,P2186,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102813542-300008909,0001
102813769,300008575,2314,P4602A,HC_CPT_LBW01,2021-10-04,Wing,00,,Negative,,,,,,,,,,Positive,,,,,,,20211004,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102813769-300008575,0010
102814005,300008671,9551,P1096A,HC_TU_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102814005-300008671,0003
102814010,300008544,8250,M20887+P20887,HC_CH_COM01,2021-10-04,,00,,Positive,,,,,,,,,,Positive,,,,,,,20211004,2022,Positive,Y,1,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102814010-300008544,0008
102814512,300009599,3851,P208+V208,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102814512-300009599,0001
102814585,300008565,4420,P19688+V19688,HC_CPT_LBW01,2021-10-04,Leg,00,,Negative,,,,,,,,,,Positive,,,,,,,20211004,2022,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,102814585-300008565,0010
102814623,300008573,734,P18285,HC_CH_CARC01,2021-10-04,,00,,Negative,,,,,,,,,,Negative,,,,,,,20211004,2022,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,102814623-300008573,0001
