form_id,sample_number,establishment_id,establishment_number,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,salmonellae_mpn_g_value,salmonellae_mpn_g_censor,salmonella_quantitative_cfu_g_value,salmonella_quantitative_cfu_g_censor,salmonella_quantitative_cfu_ml_value,salmonella_quantitative_cfu_ml_censor,aerobic_plate_count_mpn_ml_value,aerobic_plate_count_mpn_ml_censor,aerobic_plate_count_mpn_g_value,aerobic_plate_count_mpn_g_censor,aerobic_plate_count_mpn_100_sq_cm_value,aerobic_plate_count_mpn_100_sq_cm_censor,enterobacteriaceae_mpn_ml_value,enterobacteriaceae_mpn_ml_censor,enterobacteriaceae_mpn_100_sq_cm_value,enterobacteriaceae_mpn_100_sq_cm_censor,sample_key,sample_source_key
103455806,300652554,4487,P308,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103455806-300652554,0010
103456097,300652630,5308,M6137+P6137,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103456097-300652630,0010
103456126,300652923,5308,M6137+P6137,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103456126-300652923,0001
103456437,300653609,13729,P40183,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103456437-300653609,0001
103456507,300653397,72,P6505,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103456507-300653397,0001
103456690,300653302,2251,P806,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103456690-300653302,0010
103456818,300652624,4595,P6529,HC_CPT_LBW01,2024-10-01,Wing,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103456818-300652624,0010
103456851,300652632,9,P177,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103456851-300652632,0010
103456964,300652588,6165887,P47629,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103456964-300652588,0010
103457000,300653588,4142,P218,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103457000-300653588,0010
103457296,300652587,63,P2686,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103457296-300652587,0010
103458499,300653607,2264,P1249,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103458499-300653607,0001
103459059,300652607,13933,P40345,HC_CH_CARC01,2024-10-01,,00,,Positive,,,,,,<10,,,,Positive,,,,,,,20241001,2025,Positive,Y,1,Positive,Y,1,30 mL,,,,,10,<,,,,,,,,,,,103459059-300652607,0001
103461314,300652875,469,M17335+P17335,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103461314-300652875,0010
103463300,300652912,48,P1284,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103463300-300652912,0001
103464705,300652654,2208,P20604+V20604,F_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103464705-300652654,0001
103464854,300652528,6162226,M45769+P45769,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103464854-300652528,0010
103465710,300652878,12994,P34805,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103465710-300652878,0008
103467018,300652602,1840,P18978,F_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103467018-300652602,0001
103467395,300652922,6162723,M45891+P45891,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103467395-300652922,0010
103467869,300652938,3849,P165M+V165M,F_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103467869-300652938,0010
103468167,300652705,4526,P17500,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103468167-300652705,0001
103468351,300653336,3770,M13556+P13556,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103468351-300653336,0010
103468360,300652608,734,P18285,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103468360-300652608,0001
103468372,300653234,4420,P19688+V19688,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103468372-300653234,0010
103468410,300652919,13257,P33900+V33900,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103468410-300652919,0001
103468425,300653426,5309,P6137A,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103468425-300653426,0010
103468437,300653613,7855,P21234,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103468437-300653613,0001
103468464,300652690,696,P9197,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103468464-300652690,0001
103468468,300653400,3879,P7085+V7085,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103468468-300653400,0001
103468470,300652660,4530,P18557,HC_CPT_LBW01,2024-10-01,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103468470-300652660,0010
103468613,300652913,4513,P6616+V6616,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103468613-300652913,0010
103468643,300652900,3356,M4653A+P4653A+V4653A,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103468643-300652900,0001
103468776,300653385,3518,P20251,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103468776-300653385,0001
103468803,300652870,6164030,P46374,HC_CPT_LBW01,2024-10-01,Wing,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103468803-300652870,0010
103468815,300652668,4507,P758,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103468815-300652668,0010
103468824,300652914,3833,P165H,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103468824-300652914,0001
103469061,300652574,38,P855,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103469061-300652574,0001
103469163,300652926,6025,P6058,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103469163-300652926,0001
103469253,300652888,2902,M18554+P18554,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103469253-300652888,0010
103469472,300653406,2260,P935,HC_CPT_LBW01,2024-10-01,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103469472-300653406,0010
103469535,300652647,6555,M8389+P8389+V8389,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103469535-300652647,0010
103469565,300652714,4506,P548,HC_CPT_LBW01,2024-10-01,Breast,00,,Positive,,,,,,<10,,,,Negative,,,,,,,20241001,2025,Positive,Y,1,Negative,Y,0,30 mL,,,,,10,<,,,,,,,,,,,103469565-300652714,0010
103469568,300652859,6488,P244+V244A,HC_TU_COM01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103469568-300652859,0009
103469635,300653620,696,P9197,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103469635-300653620,0010
103469697,300652572,4524,M11509+P11509,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103469697-300652572,0010
103469705,300653266,2173,P19514,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103469705-300653266,0010
103469799,300653230,127254,M45565+P45565,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103469799-300653230,0010
103469817,300653555,3846,P72,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103469817-300653555,0010
103469831,300653436,3842,M13289+P963,HC_TU_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103469831-300653436,0003
103469850,300652902,4567,P1307,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103469850-300652902,0001
103469851,300653297,2249,M667+P667,HC_CPT_LBW01,2024-10-01,Wing,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103469851-300653297,0010
103469910,300653599,4499,P6651,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103469910-300653599,0001
103469937,300653389,3752,P13369+V13369,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103469937-300653389,0001
103469991,300653293,3833,P165H,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103469991-300653293,0001
103470001,300653422,4512,P6510,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103470001-300653422,0001
103470019,300652600,9337,M31727+P31727+V31727A,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470019-300652600,0010
103470040,300652700,3870,P5787,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103470040-300652700,0001
103470051,300652542,589,P1243,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103470051-300652542,0001
103470055,300653597,6164265,P1949,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103470055-300653597,0001
103470064,300653373,4505,P519,HC_CPT_LBW01,2024-10-01,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470064-300653373,0010
103470076,300653951,6164030,P46374,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103470076-300653951,0001
103470078,300652636,750,P19128,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103470078-300652636,0010
103470081,300652865,2197,P20245,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103470081-300652865,0010
103470134,300652905,2197,P20245,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470134-300652905,0001
103470245,300652681,127006,P51179+V51179,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103470245-300652681,0001
103470295,300652921,4541,P341,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103470295-300652921,0001
103470334,300652545,127028,M45479+P45479,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103470334-300652545,0001
103470428,300652633,9813,M21863A+P21863A,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470428-300652633,0010
103470455,300652595,5905,M20862+P20862,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470455-300652595,0010
103470551,300652708,4554,P247,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103470551-300652708,0001
103470565,300653567,4554,P247,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103470565-300653567,0010
103470689,300652894,4270,M7231+P7231,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470689-300652894,0008
103470860,300652727,5112,M18909+P157,HC_TU_COM01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470860-300652727,0009
103470905,300652643,7117,M10017+P10017,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470905-300652643,0010
103470928,300653574,3883,P7156+V7156,HC_CPT_LBW01,2024-10-01,Wing,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470928-300653574,0010
103470940,300652593,126630,M46835+P46835,HC_CPT_LBW01,2024-10-01,Leg,00,,Positive,,,,,,<10,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Positive,Y,1,,N,0,,,,,,10,<,,,,,,,,,,,103470940-300652593,0010
103470970,300652650,5687,M4181+P4181,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470970-300652650,0010
103470973,300652917,4562,P890,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103470973-300652917,0001
103471027,300652694,126027,P46091,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103471027-300652694,0001
103471089,300653318,4534,M19636+P19636,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103471089-300653318,0010
103471092,300652853,2709,M19113+P19113+G3748+V19113,HC_CH_COM01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103471092-300652853,0008
103471300,300652916,9259,M27389+P27389+V27389,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,Positive,,,,,,,20241001,2025,Negative,Y,0,Positive,Y,1,30 mL,,,,,,,,,,,,,,,,,103471300-300652916,0010
103471325,300652892,6163885,P48304,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103471325-300652892,0001
103471343,300653611,3856,P705,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103471343-300653611,0001
103471374,300652644,7606,M20826+P20826+V20826,HC_CH_CARC01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103471374-300652644,0001
103471407,300652518,123883,M44976+P44976,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103471407-300652518,0010
103471446,300652611,4518,P7485+V7485,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103471446-300652611,0010
103471495,300652511,6413,M1015+P1015+V1015,HC_TU_COM01,2024-10-01,,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103471495-300652511,0009
103471497,300652627,4691,M9120+P9120,HC_CPT_LBW01,2024-10-01,Breast,00,,Negative,,,,,,,,,,,86 Sample not selected for Campylobacter analysis,,,,,,20241001,2025,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,103471497-300652627,0010
103471536,300652887,589,P1243,HC_CPT_LBW01,2024-10-01,Leg,00,,Negative,,,,,,,,,,Negative,,,,,,,20241001,2025,Negative,Y,0,Negative,Y,0,30 mL,,,,,,,,,,,,,,,,,103471536-300652887,0010
