form_id,sample_number,establishment_id,establishment_number,establishment_state,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,salmonellae_mpn_g_value,salmonellae_mpn_g_censor,salmonella_quantitative_cfu_g_value,salmonella_quantitative_cfu_g_censor,salmonella_quantitative_cfu_ml_value,salmonella_quantitative_cfu_ml_censor,aerobic_plate_count_mpn_ml_value,aerobic_plate_count_mpn_ml_censor,aerobic_plate_count_mpn_g_value,aerobic_plate_count_mpn_g_censor,aerobic_plate_count_mpn_100_sq_cm_value,aerobic_plate_count_mpn_100_sq_cm_censor,enterobacteriaceae_mpn_ml_value,enterobacteriaceae_mpn_ml_censor,enterobacteriaceae_mpn_100_sq_cm_value,enterobacteriaceae_mpn_100_sq_cm_censor,sample_key,sample_source_key
100604025,853142271,13841,P44097,LA,NRTE_EXP_CH,2013-10-02,b. mechanically separated chicken,00,,Positive,,,,,,,,Positive,,,,,,,,,20131002,2014,Positive,Y,1,Positive,Y,1,1 mL,,,,,,,,,,,,,,,,,100604025-853142271,0006
100604248,210048967,3889,M7255+P7255,AR,NRTE_EXP_CH,2013-10-02,b. mechanically separated chicken,00        ,,Positive,,,,,,,,Negative,,,,,,,,,20131002,2014,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100604248-210048967,0006
100604291,853142273,6098,M8276+P8276,WA,NRTE_EXP_CH,2013-10-02,a. ground chicken,00        ,,Negative,,,,,,,,Negative,,,,,,,,,20131002,2014,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100604291-853142273,0006
100604446,590167819,3431,P7669,MN,NRTE_EXP_TU,2013-10-02,d. ground turkey,00        ,,Positive,,3.8,,33010,,,Positive,Negative,,,,,,,,,20131002,2014,Positive,Y,1,Negative,Y,0,1 mL,3.8,,,,,,,,,,,,,,,,100604446-590167819,0006
100604745,210048971,4519,M8080+P8080,TN,NRTE_EXP_TU,2013-10-02,d. ground turkey,00        ,,Negative,,,,,,,,Negative,,,,,,,,,20131002,2014,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100604745-210048971,0006
100605090,853142424,1554,M276+P276,ME,NRTE_EXP_CH,2013-10-03,a. ground chicken,00        ,,Negative,,,,,,,,Negative,,,,,,,,,20131003,2014,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100605090-853142424,0006
100605119,853142426,1831,M18388+P18388,MA,NRTE_EXP_CH,2013-10-03,"c. other comminuted chicken (including sausage, patties, meatloaf, and other non-breaded, non-battered comminuted products)",00        ,,Negative,,,,,,,,Negative,,,,,,,,,20131003,2014,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100605119-853142426,0006
100605391,853142427,13261,M33901+P33901,LA,NRTE_EXP_CH,2013-10-03,a. ground chicken,00        ,,Negative,,,,,,,,Negative,,,,,,,,,20131003,2014,Negative,Y,0,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100605391-853142427,0006
100605454,853142425,9836,M33861+P33861,TX,NRTE_EXP_CH,2013-10-03,a. ground chicken,00        ,,Positive,,,,,,,,Negative,,,,,,,,,20131003,2014,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100605454-853142425,0006
100616479,210050868,5333,P7632,CA,SPECPGM_02,2013-10-15,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616479-210050868,0010
100616533,853143738,5308,M6137+P6137,CA,SPECPGM_02,2013-10-15,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616533-853143738,0010
100616553,210050865,5308,M6137+P6137,CA,SPECPGM_02,2013-10-15,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616553-210050865,0010
100616611,210050871,5308,M6137+P6137,CA,SPECPGM_02,2013-10-15,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616611-210050871,0010
100616636,210050860,5308,M6137+P6137,CA,SPECPGM_02,2013-10-15,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616636-210050860,0010
100616649,853143741,5308,M6137+P6137,CA,SPECPGM_02,2013-10-15,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616649-853143741,0010
100616652,210050873,5333,P7632,CA,SPECPGM_02,2013-10-15,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616652-210050873,0010
100616664,853143739,5308,M6137+P6137,CA,SPECPGM_02,2013-10-15,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616664-853143739,0010
100616672,210050867,5308,M6137+P6137,CA,SPECPGM_02,2013-10-15,d. Chicken tenderloin,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616672-210050867,0010
100616727,590169828,5333,P7632,CA,SPECPGM_02,2013-10-15,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616727-590169828,0010
100616756,210050872,5309,P6137A,CA,SPECPGM_02,2013-10-15,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616756-210050872,0010
100616764,590169827,5333,P7632,CA,SPECPGM_02,2013-10-15,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616764-590169827,0010
100616771,853143737,5309,P6137A,CA,SPECPGM_02,2013-10-15,d. Chicken tenderloin,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616771-853143737,0010
100616797,590170044,5333,P7632,CA,SPECPGM_02,2013-10-15,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616797-590170044,0010
100616800,853143977,5333,P7632,CA,SPECPGM_02,2013-10-15,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616800-853143977,0010
100616851,210051235,5309,P6137A,CA,SPECPGM_02,2013-10-15,d. Chicken tenderloin,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616851-210051235,0010
100616852,590170039,5309,P6137A,CA,SPECPGM_02,2013-10-15,d. Chicken tenderloin,00        ,,Positive,,,,,,,,,,,,,,,,,20131015,2014,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100616852-590170039,0010
100616853,853143970,5309,P6137A,CA,SPECPGM_02,2013-10-15,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616853-853143970,0010
100616854,210051228,5309,P6137A,CA,SPECPGM_02,2013-10-15,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616854-210051228,0010
100616855,210051245,5309,P6137A,CA,SPECPGM_02,2013-10-15,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131015,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616855-210051245,0010
100616791,590170041,5333,P7632,CA,SPECPGM_02,2013-10-16,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616791-590170041,0010
100616850,853143976,5309,P6137A,CA,SPECPGM_02,2013-10-16,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100616850-853143976,0010
100617298,853143966,5333,P7632,CA,SPECPGM_02,2013-10-16,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617298-853143966,0010
100617405,853143971,5308,M6137+P6137,CA,SPECPGM_02,2013-10-16,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617405-853143971,0010
100617435,210051240,5308,M6137+P6137,CA,SPECPGM_02,2013-10-16,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617435-210051240,0010
100617455,210051238,5333,P7632,CA,SPECPGM_02,2013-10-16,g. Other (please specify),00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617455-210051238,0010
100617520,210051221,5333,P7632,CA,SPECPGM_02,2013-10-16,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617520-210051221,0010
100617530,853143968,5308,M6137+P6137,CA,SPECPGM_02,2013-10-16,a. Chicken breast,00        ,,Positive,,,,,,,,,,,,,,,,,20131016,2014,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100617530-853143968,0010
100617620,210051224,5333,P7632,CA,SPECPGM_02,2013-10-16,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617620-210051224,0010
100617622,853143978,5308,M6137+P6137,CA,SPECPGM_02,2013-10-16,g. Other (please specify),00        ,,Positive,,,,,,,,,,,,,,,,,20131016,2014,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100617622-853143978,0010
100617720,853143979,5333,P7632,CA,SPECPGM_02,2013-10-16,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617720-853143979,0010
100617834,210051216,5308,M6137+P6137,CA,SPECPGM_02,2013-10-16,d. Chicken tenderloin,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617834-210051216,0010
100617840,853143967,5333,P7632,CA,SPECPGM_02,2013-10-16,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617840-853143967,0010
100617869,853143965,5308,M6137+P6137,CA,SPECPGM_02,2013-10-16,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617869-853143965,0010
100617973,210051219,5308,M6137+P6137,CA,SPECPGM_02,2013-10-16,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617973-210051219,0010
100617980,210051230,5309,P6137A,CA,SPECPGM_02,2013-10-16,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100617980-210051230,0010
100618026,853143969,5333,P7632,CA,SPECPGM_02,2013-10-16,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618026-853143969,0010
100618029,210051231,5309,P6137A,CA,SPECPGM_02,2013-10-16,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618029-210051231,0010
100618091,210051493,5309,P6137A,CA,SPECPGM_02,2013-10-16,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618091-210051493,0010
100618092,210051488,5309,P6137A,CA,SPECPGM_02,2013-10-16,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618092-210051488,0010
100618093,853144143,5309,P6137A,CA,SPECPGM_02,2013-10-16,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618093-853144143,0010
100618094,853144138,5309,P6137A,CA,SPECPGM_02,2013-10-16,d. Chicken tenderloin,00        ,,Negative,,,,,,,,,,,,,,,,,20131016,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618094-853144138,0010
100618341,853144136,5333,P7632,CA,SPECPGM_02,2013-10-17,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618341-853144136,0010
100618384,590170276,5333,P7632,CA,SPECPGM_02,2013-10-17,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618384-590170276,0010
100618429,590170277,5333,P7632,CA,SPECPGM_02,2013-10-17,g. Other (please specify),00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618429-590170277,0010
100618484,590170454,5333,P7632,CA,SPECPGM_02,2013-10-17,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618484-590170454,0010
100618564,210051500,5309,P6137A,CA,SPECPGM_02,2013-10-17,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618564-210051500,0010
100618633,853144142,5309,P6137A,CA,SPECPGM_02,2013-10-17,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618633-853144142,0010
100618698,210051504,5308,M6137+P6137,CA,SPECPGM_02,2013-10-17,c. Chicken drumstick,00        ,,Positive,,,,,,,,,,,,,,,,,20131017,2014,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100618698-210051504,0010
100618732,210051499,5308,M6137+P6137,CA,SPECPGM_02,2013-10-17,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618732-210051499,0010
100618761,853144140,5308,M6137+P6137,CA,SPECPGM_02,2013-10-17,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618761-853144140,0010
100618809,210051655,5333,P7632,CA,SPECPGM_02,2013-10-17,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618809-210051655,0010
100618823,853144139,5333,P7632,CA,SPECPGM_02,2013-10-17,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618823-853144139,0010
100618935,210051486,5308,M6137+P6137,CA,SPECPGM_02,2013-10-17,g. Other (please specify),00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100618935-210051486,0010
100619037,210051496,5333,P7632,CA,SPECPGM_02,2013-10-17,b. Chicken thigh,00        ,,Positive,,,,,,,,,,,,,,,,,20131017,2014,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100619037-210051496,0010
100619046,210051490,5308,M6137+P6137,CA,SPECPGM_02,2013-10-17,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619046-210051490,0010
100619202,853144295,5308,M6137+P6137,CA,SPECPGM_02,2013-10-17,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619202-853144295,0010
100619231,210051653,5308,M6137+P6137,CA,SPECPGM_02,2013-10-17,d. Chicken tenderloin,00        ,,Negative,,,,,,,,,,,,,,,,,20131017,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619231-210051653,0010
100619392,210051661,5309,P6137A,CA,SPECPGM_02,2013-10-18,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619392-210051661,0010
100619426,590170450,5309,P6137A,CA,SPECPGM_02,2013-10-18,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619426-590170450,0010
100619430,590170451,5333,P7632,CA,SPECPGM_02,2013-10-18,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619430-590170451,0010
100619449,853144296,5333,P7632,CA,SPECPGM_02,2013-10-18,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619449-853144296,0010
100619523,210051651,5309,P6137A,CA,SPECPGM_02,2013-10-18,d. Chicken tenderloin,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619523-210051651,0010
100619553,210051617,4530,P18557,MS,NRTE_EXP_CH,2013-10-18,b. mechanically separated chicken,00        ,,Positive,,,,,,,,Negative,,,,,,,,,20131018,2014,Positive,Y,1,Negative,Y,0,1 mL,,,,,,,,,,,,,,,,,100619553-210051617,0006
100619632,853144303,5309,P6137A,CA,SPECPGM_02,2013-10-18,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619632-853144303,0010
100619703,210051657,5309,P6137A,CA,SPECPGM_02,2013-10-18,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619703-210051657,0010
100619778,853144302,5308,M6137+P6137,CA,SPECPGM_02,2013-10-18,a. Chicken breast,00        ,,Positive,,,,,,,,,,,,,,,,,20131018,2014,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100619778-853144302,0010
100619790,853144294,5333,P7632,CA,SPECPGM_02,2013-10-18,g. Other (please specify),00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619790-853144294,0010
100619793,210051656,5308,M6137+P6137,CA,SPECPGM_02,2013-10-18,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619793-210051656,0010
100619817,853144299,5308,M6137+P6137,CA,SPECPGM_02,2013-10-18,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619817-853144299,0010
100619824,210051663,5333,P7632,CA,SPECPGM_02,2013-10-18,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619824-210051663,0010
100619898,853144293,5308,M6137+P6137,CA,SPECPGM_02,2013-10-18,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619898-853144293,0010
100619913,210051658,5333,P7632,CA,SPECPGM_02,2013-10-18,f. Whole chicken,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619913-210051658,0010
100619914,853144297,5309,P6137A,CA,SPECPGM_02,2013-10-18,b. Chicken thigh,00        ,,Positive,,,,,,,,,,,,,,,,,20131018,2014,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100619914-853144297,0010
100619931,590170449,5333,P7632,CA,SPECPGM_02,2013-10-18,b. Chicken thigh,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100619931-590170449,0010
100619940,853144300,5309,P6137A,CA,SPECPGM_02,2013-10-18,b. Chicken thigh,00        ,,Positive,,,,,,,,,,,,,,,,,20131018,2014,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100619940-853144300,0010
100619958,210051660,5309,P6137A,CA,SPECPGM_02,2013-10-18,c. Chicken drumstick,00        ,,Positive,,,,,,,,,,,,,,,,,20131018,2014,Positive,Y,1,,N,0,,,,,,,,,,,,,,,,,,100619958-210051660,0010
100620044,853144292,5308,M6137+P6137,CA,SPECPGM_02,2013-10-18,c. Chicken drumstick,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100620044-853144292,0010
100620073,853144298,5309,P6137A,CA,SPECPGM_02,2013-10-18,a. Chicken breast,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100620073-853144298,0010
100620074,210051662,5308,M6137+P6137,CA,SPECPGM_02,2013-10-18,d. Chicken tenderloin,00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100620074-210051662,0010
100620075,590170455,5308,M6137+P6137,CA,SPECPGM_02,2013-10-18,g. Other (please specify),00        ,,Negative,,,,,,,,,,,,,,,,,20131018,2014,Negative,Y,0,,N,0,,,,,,,,,,,,,,,,,,100620075-590170455,0010
