form_id,sample_number,establishment_id,establishment_number,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,sample_key,sample_source_key
101539343,210264533,589,P1243,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101539343-210264533,0001
101539367,590365560,4141,P206+V206,HC_CPT_LBW01,2016-12-05,c. Wing,00,,Positive,,,,,,,,Negative,,,,,,,,,20161205,2017,Positive,Y,1,Negative,Y,0,1 mL,101539367-590365560,0010
101539383,210264855,127006,P51179+V51179,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101539383-210264855,0010
101539470,590365575,4499,P6651,HC_CPT_LBW01,2016-12-05,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101539470-590365575,0010
101539508,590365246,581,M737+P737,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101539508-590365246,0001
101539513,590365276,4148,P584,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101539513-590365276,0001
101539524,210264499,4540,P320,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101539524-210264499,0010
101539652,590365240,564,P687,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101539652-590365240,0001
101539766,590365301,5801,M11078+P11078,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101539766-590365301,0010
101539831,210264563,9657,M32022+P32022,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101539831-210264563,0010
101539901,590365519,10201,M32042+P32042+V32042,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101539901-590365519,0001
101540167,590365244,2197,P20245,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101540167-590365244,0001
101540205,210264537,11721,M33997+P33997,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101540205-210264537,0008
101540327,590365527,3851,P208+V208,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101540327-590365527,0001
101540523,590365533,15,P243,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101540523-590365533,0001
101540638,590365505,2351,P7927,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101540638-590365505,0001
101540655,590365517,3680,M7089+P7089,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101540655-590365517,0001
101540699,590365513,6036,P6164A,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101540699-590365513,0001
101540703,590365261,4538,P164,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101540703-590365261,0001
101540790,210264591,7201,M10266+P10266,HC_CH_COM01,2016-12-05,a. ground chicken,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,30 mL,101540790-210264591,0008
101540792,590365309,7201,M10266+P10266,HC_CH_COM01,2016-12-05,b. raw chicken sausage (including links and sausage patties),00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,30 mL,101540792-590365309,0008
101540810,590365278,577,P419,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101540810-590365278,0001
101541163,590365271,6025,P6058,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101541163-590365271,0001
101541209,590365267,3880,M7100+P7100+V7100,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101541209-590365267,0001
101541236,590365494,3518,P20251,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101541236-590365494,0001
101541378,590365307,1943,M2130+P2130,HC_TU_COM01,2016-12-05,a. ground turkey,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,30 mL,101541378-590365307,0009
101541710,590365500,4128,P325,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101541710-590365500,0001
101541724,590365548,4491,P559,EXP_CPT_QH01,2016-12-05,b. Quarter-Carcass,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101541724-590365548,0010
101541984,590365285,13729,P40183,HC_CPT_LBW01,2016-12-05,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101541984-590365285,0010
101541998,590365251,5333,P7632,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101541998-590365251,0001
101542032,590365282,4244,M7091A+P7091A,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101542032-590365282,0010
101542038,590365273,126027,P46091,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101542038-590365273,0001
101542048,590365283,5309,P6137A,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101542048-590365283,0001
101542067,590365266,672,P7987,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101542067-590365266,0001
101542570,590365314,3873,M5842+P5842+V5842,HC_CH_COM01,2016-12-05,a. ground chicken,00,,Positive,,,,,,,,Negative,,Negative,,,,,,,20161205,2017,Positive,Y,1,Negative,Y,0,30 mL,101542570-590365314,0008
101543028,210264833,4141,P206+V206,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101543028-210264833,0001
101543161,210264509,5343,P8107+V8107,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101543161-210264509,0001
101543176,210264892,3770,M13556+P13556,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101543176-210264892,0001
101543227,210264914,39,P910,HC_CPT_LBW01,2016-12-05,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101543227-210264914,0010
101543261,210264551,4783,M20322+P20322,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101543261-210264551,0001
101543275,210264810,2267,P1318,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101543275-210264810,0001
101543278,210264924,2251,P806,HC_CPT_LBW01,2016-12-05,b. Leg,00,,Positive,,,,,,,,Negative,,,,,,,,,20161205,2017,Positive,Y,1,Negative,Y,0,1 mL,101543278-210264924,0010
101543305,210264524,9,P177,HC_CPT_LBW01,2016-12-05,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101543305-210264524,0010
101543306,210264543,9,P177,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101543306-210264543,0001
101543349,590365293,124559,P9378+V9378,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Positive,,,,,,,,Negative,,,,,,,,,20161205,2017,Positive,Y,1,Negative,Y,0,1 mL,101543349-590365293,0010
101543351,210264523,124559,P9378+V9378,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Positive,,,,,,,,,20161205,2017,Negative,Y,0,Positive,Y,1,1 mL,101543351-210264523,0001
101543453,210264546,3852,P468,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101543453-210264546,0001
101543701,210264530,1906,M810+P810,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101543701-210264530,0001
101544056,210264566,3858,P1009,HC_CPT_LBW01,2016-12-05,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544056-210264566,0010
101544100,590365290,727,M17980+P17980,HC_CPT_LBW01,2016-12-05,b. Leg,00,,Negative,,,,,,,,Positive,,,,,,,,,20161205,2017,Negative,Y,0,Positive,Y,1,1 mL,101544100-590365290,0010
101544142,210264504,1423,M18596+P18596,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544142-210264504,0010
101544279,210264927,4755,P19152+V19152,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544279-210264927,0010
101544821,210264809,4518,P7485+V7485,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544821-210264809,0010
101544863,210264932,685,M9070+P9070,HC_TU_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544863-210264932,0003
101544874,210264813,3841,P768+V768,HC_CPT_LBW01,2016-12-05,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544874-210264813,0010
101544896,210264578,734,P18285,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544896-210264578,0001
101544897,590365598,2967,M18866+P551,HC_TU_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544897-590365598,0003
101544902,210264600,2230,P18,HC_TU_COM01,2016-12-05,a. ground turkey,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,30 mL,101544902-210264600,0009
101544905,590365304,4530,P18557,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544905-590365304,0010
101544909,210264556,3356,M4653A+P4653A+V4653A,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544909-210264556,0001
101544913,210264540,15,P243,HC_CPT_LBW01,2016-12-05,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544913-210264540,0010
101544914,210264572,4507,P758,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544914-210264572,0001
101544924,590365496,4142,P218,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544924-590365496,0001
101544941,590365316,8371,P22000,EXP_TU_MSK01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544941-590365316,0009
101544943,590365305,8371,P22000,HC_TU_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544943-590365305,0003
101544946,210264583,3890,P7264+V7264,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101544946-210264583,0001
101544989,590365311,9521,M31860+P31860,HC_CH_COM01,2016-12-05,"e. other raw comminuted chicken products (other non-breaded, non-battered comminuted products, but NOT including mechanically separated product)",00,,Positive,,,,,,,,Negative,,Negative,,,,,,,20161205,2017,Positive,Y,1,Negative,Y,0,30 mL,101544989-590365311,0008
101545046,210264559,2111,P17340,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101545046-210264559,0001
101545296,590365269,4243,P7091,HC_CPT_LBW01,2016-12-05,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101545296-590365269,0010
101545314,210264595,6812,M9792+P9792,HC_CH_COM01,2016-12-05,b. raw chicken sausage (including links and sausage patties),00,,Positive,,,,,,,,Negative,,Positive,,,,,,,20161205,2017,Positive,Y,1,Positive,Y,1,30 mL,101545314-210264595,0008
101545579,590365294,1636,P4735,HC_CPT_LBW01,2016-12-05,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101545579-590365294,0010
101545702,210264836,72,P6505,HC_CH_CARC01,2016-12-05,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161205,2017,Negative,Y,0,Negative,Y,0,1 mL,101545702-210264836,0001
101536747,210264888,4568,P1353,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101536747-210264888,0001
101536759,590365551,1023,M4460+P4460+V4460,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Positive,,,,,,,,Negative,,,,,,,,,20161206,2017,Positive,Y,1,Negative,Y,0,1 mL,101536759-590365551,0008
101536836,590365503,60,P2632,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101536836-590365503,0001
101536856,210264891,4420,P19688+V19688,HC_CH_CARC01,2016-12-06,,00,,Positive,,,,,,,,Negative,,,,,,,,,20161206,2017,Positive,Y,1,Negative,Y,0,1 mL,101536856-210264891,0001
101536977,210264946,12454,M34176+P34176,HC_CH_COM01,2016-12-06,b. raw chicken sausage (including links and sausage patties),00,,Positive,,,,,,,,Negative,,Negative,,,,,,,20161206,2017,Positive,Y,1,Negative,Y,0,30 mL,101536977-210264946,0008
101537416,590365577,13257,P33900+V33900,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101537416-590365577,0008
101537638,590365528,6530,M7559+P134+V7559,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101537638-590365528,0010
101537984,210264846,13261,M33901+P33901,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101537984-210264846,0010
101538007,590365556,4567,P1307,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101538007-590365556,0001
101538108,210264939,3431,P7669,HC_TU_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101538108-210264939,0003
101538587,210264931,13387,P38466,HC_TU_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101538587-210264931,0003
101538727,590365607,1618,M4398+P4398,HC_CH_COM01,2016-12-06,b. raw chicken sausage (including links and sausage patties),00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,30 mL,101538727-590365607,0008
101538758,590365584,580,P713,HC_CPT_LBW01,2016-12-06,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101538758-590365584,0010
101539003,590365606,2501,P286,HC_TU_COM01,2016-12-06,a. ground turkey,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,30 mL,101539003-590365606,0009
101539022,590365880,2526,P1241,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539022-590365880,0001
101539025,590365592,3545,P961,HC_TU_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539025-590365592,0003
101539144,590365523,5333,P7632,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539144-590365523,0010
101539180,210265366,4512,P6510,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539180-210265366,0001
101539215,590365900,44,P1257,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539215-590365900,0001
101539256,210264867,13219,M34467+P34467+V34467,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Positive,,,,,,,,Negative,,,,,,,,,20161206,2017,Positive,Y,1,Negative,Y,0,1 mL,101539256-210264867,0010
101539272,590365842,4518,P7485+V7485,EXP_CPT_QH01,2016-12-06,b. Quarter-Carcass,00,,Positive,,,,,,,,Negative,,,,,,,,,20161206,2017,Positive,Y,1,Negative,Y,0,1 mL,101539272-590365842,0010
101539283,210265335,3850,P165S+V165S,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539283-210265335,0010
101539297,590365848,3881,P7101,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539297-590365848,0010
101539317,210265428,4534,M19636+P19636,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539317-210265428,0001
101539324,590365837,3570,P1315,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539324-590365837,0010
101539334,210264872,750,P19128,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539334-210264872,0001
101539472,210265383,4499,P6651,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539472-210265383,0001
101539488,210264948,6413,M1015+P1015+V1015,HC_TU_COM01,2016-12-06,a. ground turkey,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,30 mL,101539488-210264948,0009
101539860,210264918,4729,P17766,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539860-210264918,0010
101539883,590365583,2803,M2095+P2095,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539883-590365583,0010
101539899,590365573,10201,M32042+P32042+V32042,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Negative,,,,,,,,Positive,,,,,,,,,20161206,2017,Negative,Y,0,Positive,Y,1,1 mL,101539899-590365573,0010
101539953,210264868,9808,P32182,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101539953-210264868,0001
101540068,210264954,7674,P312A,HC_TU_COM01,2016-12-06,a. ground turkey,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,30 mL,101540068-210264954,0009
101540229,590365564,5369,P9002,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Positive,,,,,,,,Negative,,,,,,,,,20161206,2017,Positive,Y,1,Negative,Y,0,1 mL,101540229-590365564,0010
101540281,590365569,4509,P1235,HC_CPT_LBW01,2016-12-06,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101540281-590365569,0010
101540328,590365869,3851,P208+V208,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101540328-590365869,0010
101540376,590365846,664,M7470+P7470,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101540376-590365846,0010
101540379,590365911,664,M7470+P7470,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101540379-590365911,0001
101540512,590365549,3,P40,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101540512-590365549,0001
101540586,590365510,4487,P308,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101540586-590365510,0001
101540602,590365898,4490,P522,HC_CH_CARC01,2016-12-06,,00,,Positive,,,,,,,,Negative,,,,,,,,,20161206,2017,Positive,Y,1,Negative,Y,0,1 mL,101540602-590365898,0001
101540648,590365558,586,P1201,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101540648-590365558,0010
101540651,210265355,4501,P192,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Positive,,,,,,,,Negative,,,,,,,,,20161206,2017,Positive,Y,1,Negative,Y,0,1 mL,101540651-210265355,0010
101540693,590365886,3847,M112+P112,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101540693-590365886,0001
101540752,590365580,2249,M667+P667,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101540752-590365580,0010
101540879,590365586,577,P419,EXP_CPT_OT01,2016-12-06,a. Neck,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101540879-590365586,0010
101541120,590365508,578,P510,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101541120-590365508,0001
101541173,590365571,3937,P27+V27,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101541173-590365571,0010
101541627,590365537,2278,P2178,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101541627-590365537,0001
101541685,590365861,3847,M112+P112,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101541685-590365861,0008
101541790,590365865,9469,M31877+P31877,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101541790-590365865,0010
101541905,590365925,2969,M579+P579+V579,HC_TU_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101541905-590365925,0003
101541947,590365566,9,P177,HC_CPT_LBW01,2016-12-06,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101541947-590365566,0008
101541972,590365905,4485,M17250+P6+V6,HC_CH_CARC01,2016-12-06,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101541972-590365905,0001
101542016,590365547,578,P510,HC_CPT_LBW01,2016-12-06,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161206,2017,Negative,Y,0,Negative,Y,0,1 mL,101542016-590365547,0010
