form_id,sample_number,establishment_id,establishment_number,project_code,collection_date,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g,collection_date_key,fiscal_year,salmonella_result,salmonella_analyzed,salmonella_positive,campylobacter_result,campylobacter_analyzed,campylobacter_positive,campylobacter_method,sample_key,sample_source_key
101489998,210249057,4491,P559,HC_CPT_LBW01,2016-10-03,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101489998-210249057,0010
101490237,590351303,4490,P522,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101490237-590351303,0001
101490455,210249365,4512,P6510,HC_CPT_LBW01,2016-10-03,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101490455-210249365,0010
101490621,210249329,72,P6505,HC_CH_CARC01,2016-10-03,,00,,Positive,,,,,,,,Negative,,,,,,,,,20161003,2017,Positive,Y,1,Negative,Y,0,1 mL,101490621-210249329,0001
101490667,590351095,4521,M9141+P9141,HC_CPT_LBW01,2016-10-03,c. Wing,00,,Negative,,,,,,,,Positive,,,,,,,,,20161003,2017,Negative,Y,0,Positive,Y,1,1 mL,101490667-590351095,0010
101490671,210249345,4644,P7487,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101490671-210249345,0001
101490705,590351094,60,P2632,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101490705-590351094,0001
101490714,210249049,2173,P19514,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101490714-210249049,0001
101490760,590351088,7606,M20826+P20826+V20826,HC_CH_CARC01,2016-10-03,,00,,Positive,,,,,,,,Negative,,,,,,,,,20161003,2017,Positive,Y,1,Negative,Y,0,1 mL,101490760-590351088,0001
101491160,590351103,13261,M33901+P33901,HC_CPT_LBW01,2016-10-03,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101491160-590351103,0008
101491210,210249035,5343,P8107+V8107,HC_CH_CARC01,2016-10-03,,00,,Positive,,,,,,,,Positive,,,,,,,,,20161003,2017,Positive,Y,1,Positive,Y,1,1 mL,101491210-210249035,0001
101491436,590351101,4541,P341,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101491436-590351101,0001
101491834,210249367,3881,P7101,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101491834-210249367,0001
101491929,590351314,4518,P7485+V7485,HC_CPT_LBW01,2016-10-03,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101491929-590351314,0010
101491934,590351082,4516,P7342+V7342,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101491934-590351082,0001
101492030,210249051,6162036,M45690+P45690,HC_CPT_LBW01,2016-10-03,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101492030-210249051,0008
101492235,590351085,5801,M11078+P11078,HC_CPT_LBW01,2016-10-03,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101492235-590351085,0010
101492284,210249037,9,P177,HC_CPT_LBW01,2016-10-03,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101492284-210249037,0010
101493112,590351104,4544,P509,HC_CPT_LBW01,2016-10-03,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101493112-590351104,0010
101493547,590351108,6112,M9230+P9230,HC_TU_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101493547-590351108,0003
101493694,210249061,3846,P72,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101493694-210249061,0001
101493846,210249055,4538,P164,HC_CPT_LBW01,2016-10-03,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101493846-210249055,0010
101494150,210249331,4495,P1317+V1317,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101494150-210249331,0001
101494170,590351313,32,P646,HC_CPT_LBW01,2016-10-03,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101494170-590351313,0010
101494204,590351087,3119,M8983+P8983,HC_CPT_LBW01,2016-10-03,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101494204-590351087,0010
101494215,210249011,13729,P40183,HC_CPT_LBW01,2016-10-03,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101494215-210249011,0010
101494222,590351091,45,P1272,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101494222-590351091,0001
101494636,210249077,9551,P1096A,HC_TU_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101494636-210249077,0003
101495115,210249339,2477,P39,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495115-210249339,0001
101495368,210248994,2208,P20604+V20604,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495368-210248994,0001
101495540,210249386,3906,P13584+V13584,HC_CPT_LBW01,2016-10-03,a. Breast,00,,Negative,,,,,,,,Positive,,,,,,,,,20161003,2017,Negative,Y,0,Positive,Y,1,1 mL,101495540-210249386,0010
101495576,210249039,578,P510,HC_CPT_LBW01,2016-10-03,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495576-210249039,0010
101495587,210249070,3543,P727+V727,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495587-210249070,0001
101495588,210249401,3839,P550,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495588-210249401,0001
101495591,210249022,2160,P19112,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495591-210249022,0001
101495622,210249068,727,M17980+P17980,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Positive,,,,,,,,,20161003,2017,Negative,Y,0,Positive,Y,1,1 mL,101495622-210249068,0001
101495623,210249025,12632,P34453,HC_CPT_LBW01,2016-10-03,a. Breast,00,,Positive,,,,,,,,Negative,,,,,,,,,20161003,2017,Positive,Y,1,Negative,Y,0,1 mL,101495623-210249025,0010
101495630,590351083,1906,M810+P810,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495630-590351083,0001
101495634,210249032,2249,M667+P667,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495634-210249032,0001
101495655,590351112,8371,P22000,EXP_TU_MSK01,2016-10-03,,00,,Positive,,,,,,,,Negative,,,,,,,,,20161003,2017,Positive,Y,1,Negative,Y,0,1 mL,101495655-590351112,0009
101495656,590351106,8371,P22000,HC_TU_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495656-590351106,0003
101495657,590351110,8371,P22000,HC_TU_COM01,2016-10-03,a. ground turkey,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,30 mL,101495657-590351110,0009
101495666,210248989,123881,P44974+V44974,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495666-210248989,0001
101495726,590351113,2019,M7464+P7464,HC_TU_COM01,2016-10-03,b. raw turkey sausage (including links and sausage patties),00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,30 mL,101495726-590351113,0009
101495760,590351092,3570,P1315,HC_CPT_LBW01,2016-10-03,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495760-590351092,0008
101495776,590351100,3870,P5787,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495776-590351100,0001
101495784,210249081,2230,P18,HC_TU_COM01,2016-10-03,a. ground turkey,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,30 mL,101495784-210249081,0009
101495819,210249079,1943,M2130+P2130,HC_TU_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101495819-210249079,0003
101496018,210249007,578,P510,HC_CPT_LBW01,2016-10-03,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101496018-210249007,0010
101496151,590351111,3873,M5842+P5842+V5842,HC_CH_COM01,2016-10-03,a. ground chicken,00,,Positive,,,,,,,,Negative,,Negative,,,,,,,20161003,2017,Positive,Y,1,Negative,Y,0,30 mL,101496151-590351111,0008
101496492,210249343,656,M7428+P7428+V7428,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101496492-210249343,0001
101496504,590351105,5112,M18909+P157,HC_TU_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101496504-590351105,0003
101496677,210249337,4501,P192,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101496677-210249337,0001
101496679,590351279,2251,P806,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101496679-590351279,0001
101496917,590351333,3723,M8727+P8727+V8727,HC_TU_COM01,2016-10-03,b. raw turkey sausage (including links and sausage patties),00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,30 mL,101496917-590351333,0009
101496973,210249398,4554,P247,HC_CH_CARC01,2016-10-03,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161003,2017,Negative,Y,0,Negative,Y,0,1 mL,101496973-210249398,0001
101489408,590351327,13257,P33900+V33900,HC_CPT_LBW01,2016-10-04,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101489408-590351327,0008
101489521,590351325,4496,P6504,HC_CPT_LBW01,2016-10-04,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101489521-590351325,0010
101489576,590351274,6847,M9977+P1325,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101489576-590351274,0001
101489618,210249406,13936,P39915+V39915,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101489618-210249406,0001
101489684,210249432,3842,M13289+P963,HC_TU_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101489684-210249432,0003
101489706,210249357,8,P170,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101489706-210249357,0001
101489793,210249395,126518,P46826,HC_CPT_LBW01,2016-10-04,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101489793-210249395,0010
101489919,210249340,2516,P1019,HC_CPT_LBW01,2016-10-04,c. Wing,00,,Negative,,,,,,,,Positive,,,,,,,,,20161004,2017,Negative,Y,0,Positive,Y,1,1 mL,101489919-210249340,0010
101489983,210249427,124228,P45131,HC_TU_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101489983-210249427,0003
101489989,590351315,7947,M21494+P21494,HC_CPT_LBW01,2016-10-04,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101489989-590351315,0010
101490025,210249348,4568,P1353,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490025-210249348,0001
101490258,210249363,29,P476,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490258-210249363,0001
101490300,590351567,4420,P19688+V19688,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490300-590351567,0001
101490318,210249737,41,P1250,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490318-210249737,0001
101490359,210249820,2501,P286,HC_TU_COM01,2016-10-04,a. ground turkey,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,30 mL,101490359-210249820,0009
101490443,590351607,3901,M13456+P13456+V13456,HC_CPT_LBW01,2016-10-04,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490443-590351607,0010
101490445,590351597,3901,M13456+P13456+V13456,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490445-590351597,0001
101490539,590351324,581,M737+P737,HC_CPT_LBW01,2016-10-04,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490539-590351324,0010
101490600,210249390,4984,M8139+P8139,HC_CPT_LBW01,2016-10-04,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490600-210249390,0010
101490651,590351319,564,P687,HC_CPT_LBW01,2016-10-04,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490651-590351319,0010
101490657,590351594,2197,P20245,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490657-590351594,0001
101490703,590351293,2250,P764,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490703-590351293,0001
101490966,210249335,10201,M32042+P32042+V32042,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101490966-210249335,0001
101491284,590351318,7034,M2540+P2540,HC_CPT_LBW01,2016-10-04,a. Breast,00,,Positive,,,,,,,,Positive,,,,,,,,,20161004,2017,Positive,Y,1,Positive,Y,1,1 mL,101491284-590351318,0010
101491308,210249440,1181,M5292+P5292,HC_CH_COM01,2016-10-04,b. raw chicken sausage (including links and sausage patties),00,,Negative,,,,,,,,Negative,,Positive,,,,,,,20161004,2017,Negative,Y,0,Positive,Y,1,30 mL,101491308-210249440,0008
101491586,590351276,13658,M40041+P40041,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101491586-590351276,0001
101491607,210249431,3545,P961,HC_TU_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101491607-210249431,0003
101491699,210249376,4567,P1307,HC_CPT_LBW01,2016-10-04,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101491699-210249376,0010
101491853,210249778,44,P1257,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101491853-210249778,0001
101491940,210249686,4141,P206+V206,HC_CPT_LBW01,2016-10-04,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101491940-210249686,0010
101491960,590351582,4513,P6616+V6616,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101491960-590351582,0001
101491976,590351320,2251,P806,HC_CPT_LBW01,2016-10-04,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101491976-590351320,0010
101491977,590351296,2251,P806,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101491977-590351296,0001
101492053,210249383,3881,P7101,HC_CPT_LBW01,2016-10-04,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101492053-210249383,0010
101492297,210249380,9,P177,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101492297-210249380,0001
101492519,590351289,6972,P529+V529,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101492519-590351289,0001
101492568,210249359,12513,M34145+P34145,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101492568-210249359,0001
101492653,590351283,5309,P6137A,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101492653-590351283,0001
101492889,590351624,3856,P705,HC_CPT_LBW01,2016-10-04,a. Breast,00,,Positive,,,,,,,,Negative,,,,,,,,,20161004,2017,Positive,Y,1,Negative,Y,0,1 mL,101492889-590351624,0008
101492992,210249387,2278,P2178,HC_CPT_LBW01,2016-10-04,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101492992-210249387,0010
101493050,210249818,6965,M190+P190+V190,HC_TU_COM01,2016-10-04,c. raw turkey burger patties,00,,Negative,,,,,,,,Negative,,Negative,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,30 mL,101493050-210249818,0009
101493078,210249767,29,P476,HC_CPT_LBW01,2016-10-04,c. Wing,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101493078-210249767,0008
101493097,210249352,4567,P1307,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101493097-210249352,0001
101493111,590351285,586,P1201,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101493111-590351285,0001
101493113,210249349,4544,P509,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101493113-210249349,0001
101493123,590351633,3858,P1009,HC_CPT_LBW01,2016-10-04,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101493123-590351633,0010
101493199,210249362,562,P445,HC_CPT_LBW01,2016-10-04,a. Breast,00,,Positive,,,,,,,,Negative,,,,,,,,,20161004,2017,Positive,Y,1,Negative,Y,0,1 mL,101493199-210249362,0010
101493377,590351300,4499,P6651,HC_CPT_LBW01,2016-10-04,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101493377-590351300,0010
101493501,210249322,4141,P206+V206,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101493501-210249322,0001
101493666,590351305,3853,P481,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101493666-590351305,0001
101494149,210249766,4495,P1317+V1317,HC_CPT_LBW01,2016-10-04,b. Leg,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101494149-210249766,0010
101494176,590351302,4562,P890,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Positive,,,,,,,,,20161004,2017,Negative,Y,0,Positive,Y,1,1 mL,101494176-590351302,0001
101494213,210249410,4538,P164,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101494213-210249410,0001
101494230,590351277,126027,P46091,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101494230-590351277,0001
101494339,210249323,4505,P519,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101494339-210249323,0001
101494630,210249423,4515,P6666,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,,,,,,,,,,20161004,2017,Negative,Y,0,,N,0,,101494630-210249423,0001
101494744,210249399,13425,M40036+P40036,HC_CPT_LBW01,2016-10-04,a. Breast,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101494744-210249399,0010
101495125,210249782,2351,P7927,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101495125-210249782,0001
101495159,590351577,3570,P1315,HC_CH_CARC01,2016-10-04,,00,,Negative,,,,,,,,Negative,,,,,,,,,20161004,2017,Negative,Y,0,Negative,Y,0,1 mL,101495159-590351577,0001
